feature	group	avgExpr	logFC	statistic	auc	pval	padj	pct_in	pct_out
Fbl	11	1.3880662916215198	0.9312908290348971	66396150.5	0.78994375774047	0	0	82.37885462555066	30.786826981246218
C1qbp	11	1.259544371191188	0.9211165379849535	66307770	0.7888922566556145	0	0	76.96664568911264	23.476255293405927
Hspd1	11	1.3835641387639392	0.9121595026017246	64427744	0.76652477312071	0	0	77.6589049716803	30.913490623109496
Ptma	11	3.293314132682927	0.9015832674808957	66865169	0.7955238739603071	0	0	99.49653870358716	88.87250453720507
Hist1h2ae	12	2.363626501383247	2.3161201653050867	74279369.5	0.9394655935891983	0	0	88.8739946380697	3.602362576189308
Stmn1	12	2.4114052829032904	2.271144391731643	75190219.5	0.9509857807108825	0	0	92.76139410187668	8.737003000396278
Hmgb2	12	3.238276436447357	2.1966603626479664	74981206	0.9483422338799464	0	0	97.85522788203752	54.943105693204764
Hist1h1b	12	2.099241652455826	2.068011932511033	74433794	0.9414187133522466	0	0	89.14209115281501	2.307851980450248
Tubb5	12	3.027888638857597	1.984211244252751	74658322.5	0.9442584897524783	0	0	96.7828418230563	57.18868529805824
Pclaf	12	1.9968763811899077	1.9590590854589383	74641348.5	0.9440438071415067	0	0	89.94638069705094	2.515426565772838
Top2a	12	1.9658164020951936	1.8647383253858332	74361576	0.9405053194086184	0	0	91.01876675603218	6.91412073292699
Tuba1b	12	2.3928118171243584	1.8557496806670302	71702559.5	0.9068747900792603	0	0	91.62198391420911	33.311946860906154
H2afz	12	3.480631054898771	1.7620277589671023	72774753.5	0.9204356129488295	0	0	97.92225201072387	75.67225860019248
Mki67	12	1.8305819080760368	1.7558659692182195	73954298	0.9353541762230825	0	0	89.94638069705094	4.917630630460627
Lgals1	13	2.9223229433378757	1.8256504203754575	57396266.5	0.8551869134064245	0	0	95.32117367168914	48.252667969337146
S100a4	13	2.428655302329156	1.5397618487737894	52420397.5	0.781047978748981	0	0	81.83980967486121	36.310686908161735
Crip1	13	3.013181509366831	1.3993889478130872	54741127	0.8156261424341789	0	0	96.35210150674068	69.7880655343454
Vim	13	2.241025899980392	1.3496333229381685	53701678.5	0.8001386759391248	0	0	89.13560666137987	44.697880655343454
S100a10	13	2.969696336304179	1.258596681668252	55102517.5	0.8210107509649341	0	0	97.54163362410785	74.45325417105066
Anxa2	13	1.476867711416799	0.9471050851353034	50245021.5	0.7486355380035814	2.2722025130207425e-301	1.0479722590410667e-297	75.89214908802538	29.381482038178262
S100a6	13	3.119896991948039	1.5779143876670199	52113780.5	0.7764794787085134	7.101584356184275e-270	2.8659331367426165e-266	90.00793021411579	55.61964527280926
Actg1	13	3.4965328934117985	0.8455172227680805	52217423.5	0.7780237278848284	1.429524572658311e-250	4.1956546207521427e-247	99.36558287073751	92.17458289493462
S100a11	13	2.840545071209473	1.1092458075543714	51742477	0.7709471694928608	5.090814722411089e-243	1.3696412776086833e-239	97.85884218873909	71.84165038328574
Lsp1	13	2.013342089563003	0.9115081729248855	50516832.5	0.7526854392305177	3.153899101457089e-221	7.273116606467294e-218	87.39095955590801	59.4017736359537
Isg15	15	2.0412924828233145	1.5611626025795033	51483730.5	0.8316011261273049	0	0	81.56761412575366	27.873002775485713
Ifit1	15	1.2067267562811725	1.1686490750859864	49245515	0.7954479081642906	0	0	60.895779500430656	2.5035631235466207
Rtp4	15	0.928689306368549	0.8328012942334369	45899757.5	0.7414048992811468	0	0	53.746770025839794	6.7155502212887255
Ifit3	15	0.840517730509988	0.8251681201534118	44344366	0.7162811308516458	0	0	44.09991386735573	1.080189033080789
Bst2	15	1.2584193016521255	0.8709177137030233	44121083.5	0.7126745161669442	3.57213525358123e-220	7.688425777458e-217	60.20671834625323	26.517140499587427
Ifi27l2a	15	2.5750419742019797	1.1775984044593606	45749825.5	0.7389830930361133	8.152521307915322e-182	1.2533530972668865e-178	85.27131782945736	60.7437551571525
Stat1	15	1.8357348139937981	0.8748836441091519	44249358.5	0.7147465034417199	6.682083505705385e-156	8.629242639267936e-153	77.95004306632214	51.32023104043208
Ly6a	15	2.273370099962444	0.8023174488789799	41590766	0.6718030629520373	1.2248514061900983e-94	8.413686733797302e-92	82.77347114556417	61.467631835571225
Dut	17	1.867384060925405	1.5301815796910536	47108640.5	0.891280075942054	0	0	90.78947368421053	21.543264108267753
Stmn1	17	1.6252583594693133	1.449081997639769	46298178	0.8759463904253135	0	0	83.80566801619433	9.694001532796232
Mcm6	17	1.6365846310880379	1.3316284029651926	46775485	0.884976882808291	0	0	90.2834008097166	20.253472157317233
Mcm3	17	1.443821220941325	1.3130323894353608	48167236	0.911308356690931	0	0	88.96761133603239	9.514552217881377
Ran	17	2.1187248123376206	1.2532952358904392	45015349	0.8516756851702835	0	0	95.95141700404858	50.070097388638615
Ptma	17	3.6383430424826244	1.2428556492346483	46633543	0.8822913865766736	0	0	99.89878542510121	88.98442903340374
Ranbp1	17	1.7262261473973017	1.187759938093596	44757253.5	0.8467926026954177	0	0	91.7004048582996	34.3682823335888
Mcm5	17	1.1403846314969888	1.0560221004835946	46391271.5	0.8777076890081014	0	0	81.17408906882592	6.581677477241714
Mcm4	17	1.2264960026089213	1.0220952101611864	44886647.5	0.849240694869643	0	0	82.99595141700405	14.623249901863655
Hmgn2	17	1.455191113233592	1.0033935493255446	41744064.5	0.7897840519870235	0	0	81.88259109311741	27.797820438529264
Itgb1	2	1.5615472443649276	1.0953485394382536	191812435.5	0.7363101542518133	0	0	65.16238670694864	26.5567504929964
Klf2	2	2.323423483008174	1.058149437087297	189348305.5	0.7268511015284225	0	0	84.19561933534743	55.53477403484519
Ahnak	2	1.4984422930765366	0.8400073850879515	182043706.5	0.698810946559233	0	0	69.03323262839879	33.859196161743476
Hspa1b	2	1.3721988033725037	0.8142271800272122	171096565	0.6567881682890441	0	0	53.398791540785496	25.450812173453414
Ccl5	2	1.3706508104281656	-1.267151628910545	97432938.5	0.3740156981435254	1.0400499633523627e-227	1.2436301135863343e-224	34.27114803625378	52.04822216349184
Hmgb2	24	3.3394027391561054	2.2662507054462115	35004260.5	0.9457457778401234	0	0	98.25581395348837	55.579307396323216
Cenpa	24	2.145865056864435	2.0001583424186	35239247.5	0.9520946610881302	0	0	93.45930232558139	10.041452125583211
Ube2c	24	1.8354192221096894	1.775180043276139	32393155	0.8751988796383995	0	0	77.47093023255815	3.555960369537335
Hmgn2	24	2.0554824937296545	1.6057665032361772	33048239	0.8928979516450948	0	0	91.86046511627907	27.971819989962267
Birc5	24	1.648858009539049	1.59514126493996	33797897	0.9131522257876401	0	0	85.17441860465115	3.210216183058535
Stmn1	24	1.7474313774835537	1.56473663056008	32963096	0.8905975564471261	0	0	86.48255813953489	10.07305240069149
Ccnb2	24	1.5018731438278041	1.4707920678162472	33830502	0.9140331482995291	0	0	84.15697674418605	2.457386099596632
Mki67	24	1.4747877892057946	1.3692801223141804	31944142	0.8630674378401839	0	0	78.05232558139535	6.34050225849025
Cks2	24	1.6296288910078909	1.317921637879239	31155015	0.8417467895028296	0	0	81.1046511627907	20.740933509303495
Selenoh	24	1.5798588628093502	1.2450506703211255	32259959	0.8716001875698957	0	0	89.09883720930233	23.25966131940443
Tnfrsf4	3	2.4919763500665706	1.9620331616293905	212000096.5	0.8730303908000165	0	0	89.99387380028588	24.45753004759216
Ccl5	3	0.9577126278489791	-1.710673113501407	84089436.5	0.3462858499677531	0	0	35.42985501327343	51.7907558280229
Ms4a4b	3	0.30417911651762797	-1.7071254332418317	39622889	0.16316967227557688	0	0	16.2140085766796	76.52254577720416
Tnfrsf9	3	1.7762607665053327	1.5366703153808017	200984312	0.8276666631141484	0	0	74.69879518072288	13.019278857788175
Nkg7	3	0.19125074079782287	-1.5037697101856782	67640126.5	0.27854650562414984	0	0	8.92383091688789	50.19359522465112
Cd74	3	1.9151400330833994	1.447474627358818	195007639	0.8030543292000744	0	0	77.49642638350011	23.10841332580463
Ctla4	3	2.004184815914646	1.3991392665589686	194171335.5	0.7996103761854945	0	0	81.98897284051459	29.977010567072682
Tnfrsf18	3	2.002601538908697	1.3942932035485867	202241297	0.8328430103134986	0	0	86.21605064325098	35.45010889731387
Sdf4	3	2.436458847800004	1.3824909920172186	196531465.5	0.8093295473097342	0	0	90.42270778027364	54.84391385012503
Tigit	3	2.1858502904463304	1.3516997132435318	192861996.5	0.7942184317584328	0	0	86.80824994894833	39.12035169799145
Ccl5	4_a	5.195126143921948	2.8204672963235153	108727760.5	0.7765390896103286	0	0	90.34763313609467	48.23004576968386
Nkg7	4_a	3.210296840913148	1.7366175696895791	106403167	0.7599367268659577	0	0	87.27810650887574	44.3541067186806
Fos	4_a	0.5551139705976533	-1.5282124401826112	30399452.5	0.21711440629739107	0	0	21.079881656804734	76.30211853768756
Junb	4_a	1.633225763685761	-1.2078128311636005	38831767	0.2773384171206249	0	0	57.359467455621306	88.9245089897839
Dusp1	4_a	0.6270748994913827	-1.2002023434299596	36630743.5	0.26161859748081046	0	0	24.519230769230766	72.44162916900021
Gzmk	4_a	1.9245805744101314	1.1086832344873732	98868696.5	0.7061251626816123	0	0	69.11982248520711	31.803171047295343
Nfkbia	4_a	0.8149509927347027	-1.1021765478637287	38418294	0.2743853723276306	0	0	34.09763313609467	77.17116316795736
Zfp36	4_a	0.39046218445355324	-0.9256178785233109	39697311	0.28352017554815806	0	0	17.52958579881657	61.88949614723547
Zfp36l1	4_a	0.41388968759872696	-0.8509693327916943	41448124	0.29602456933724863	9.395627419411247e-302	3.3704203470632456e-298	18.15828402366864	61.04555725072903
Hsp90ab1	4_a	2.3215240325298927	-0.8360595158096693	40481148	0.28911837850556094	3.335500692467362e-300	1.0768663985630877e-296	79.62278106508876	96.56823931557908
S100a11	4_b	0.5918314301946345	-1.1914467150148198	15478333.5	0.24147826915575818	1.4290756528728246e-211	5.126411939222127e-208	30.174563591022448	73.39814571525093
AW112010	4_b	1.1783815637206518	-1.1991037156879898	16004395	0.24968538140653646	3.181382446054728e-195	9.337357479170626e-192	54.77971737323358	84.25547089073233
Lef1	4_b	1.2847131113910613	0.8172457977791581	44637929	0.6963986034812871	1.6326193776590803e-191	3.764936900551672e-188	59.60099750623441	27.164896212604635
S100a6	4_b	0.28620202007103407	-1.321477331435178	16891307.5	0.26352214848437505	3.415822184260525e-189	7.351987947923404e-186	11.055694098088113	57.43966067339814
Dusp1	4_b	0.6378198217294944	-1.1554040850006235	17046613	0.2659450774986885	7.763006745779131e-175	1.2531433639373962e-171	29.42643391521197	70.98081903832438
Tigit	4_b	0.07792776448624365	-0.8975277475810794	19000010.5	0.2964201313714575	1.9946335401721984e-157	2.6831976601858092e-154	3.5743973399833746	44.3057693029541
Hspa5	4_b	0.950292393943542	-0.931985081053795	17796074	0.2776374567254149	3.1957875682991263e-155	4.1270400657014916e-152	47.464671654197836	79.79430201569009
Ccl5	4_b	0.5797923956617036	-1.9785263729407956	19278269	0.30076125640005813	6.397508741105997e-141	6.454486553331472e-138	13.050706566916043	51.16174317780864
Srgn	4_b	1.2032726225295054	-0.9166872771878043	18455293	0.2879219659146367	6.820852018273006e-141	6.673066891210425e-138	58.520365752285954	82.68083029916295
Fos	4_b	0.9544223454004612	-1.0768374228438273	18814226.5	0.29352170572654984	2.2687883876114742e-135	2.034662030389901e-132	39.56774729842061	74.32904170263879
Ccl5	5	0.37085728163489884	-2.2693544179285396	43285985	0.27893680358005324	0	0	12.172470978441128	52.554886341558195
Tnfsf8	5	1.272118016236293	1.1684046556796666	119350193	0.7690979272409405	0	0	58.4742951907131	6.677676316300758
Itgb1	5	1.6675480780289313	1.159016023481863	119587450	0.7706268218521407	0	0	75.22388059701493	27.678259180104913
Eea1	5	1.4490065503905947	1.0420989002024066	116455869	0.7504467752552566	0	0	68.5240464344942	22.91431902078881
Tbc1d4	5	1.3519403754694321	1.0336930628655525	117326024.5	0.7560540958184274	0	0	66.10281923714759	18.14649310277832
Izumo1r	5	1.5947328598530746	1.0168433966845596	113421267	0.7308916656275646	0	0	70.71310116086235	29.70662521857393
Hif1a	5	1.6769148310041186	0.9250162780619768	112805606	0.7269243188886859	0	0	77.28026533996683	40.876238585583835
Srgn	5	2.9630493568217666	0.9139013768174329	113174064.5	0.7292986817740841	0	0	96.55058043117745	81.3036720419662
Ctla4	5	1.5769528175711789	0.8957214400696003	109762459	0.7073141449027126	0	0	71.94029850746269	32.467456770934525
Gpm6b	5	0.976181990622099	0.8937161296089897	114854044	0.7401245440435926	0	0	52.40464344941957	5.047600544006217
Ccl5	6	5.562323158051286	3.1873266994081333	101280384.5	0.8144264523999861	0	0	96.1038961038961	48.22258052132519
Nkg7	6	3.5335474905051227	2.064111981632977	100393376	0.8072937466004378	0	0	96.89987431922916	44.17444047756152
S100a6	6	2.8013333005357715	1.278858548170603	90720617.5	0.7295121462543529	0	0	88.39547549224969	54.95028599946256
Ms4a4b	6	2.9548247444581466	1.1472127731341548	95254006	0.765966505424029	0	0	94.67951403435274	70.02188183807439
S100a4	6	1.9775749980533335	1.1012932216336133	88240030.5	0.7095649898503453	0	0	72.26644323418518	35.76528849475988
Crip1	6	2.66232951097792	1.0627069412680707	93237900.5	0.7497543863830601	0	0	92.45915374947633	69.3922991285654
Ahnak	6	1.7426667596554053	1.0485180491888537	91385806.5	0.7348611338210964	0	0	73.1462086300796	35.63476525010557
Gzmk	6	1.7809456777361237	0.9517213562844516	85931611	0.6910022848081272	0	0	74.69627147046502	31.77473223540251
S100a10	6	2.646975209957422	0.9482914740701751	92759258.5	0.7459054801219506	0	0	94.42815249266863	74.09689431456103
Klf2	6	2.3375711118721765	1.0138613040719844	89248535	0.7176746820303195	3.4148869772216835e-306	8.480740466123236e-303	86.21700879765396	57.04249683289186
Ccl5	7	0.22839451683964318	-2.382346580041912	31157256.5	0.27110516825723524	0	0	10.737033666969973	51.984240824679176
Nkg7	7	0.07871496257835324	-1.543413167039134	31179036	0.27129467579658034	0	0	3.2757051865332123	48.300724845563906
Ms4a4b	7	0.52154755754839	-1.3924994066218157	25495058	0.22183731063798803	0	0	25.38671519563239	73.02388739074722
Smco4	7	1.7384272447632818	1.3652605543020484	94263595	0.8202053278666201	0	0	79.43585077343039	21.930881481056478
Pkm	7	2.5707115500210755	1.31987143610802	92488948.5	0.8047637937899721	0	0	92.12920837124659	62.33480597471647
Hif1a	7	2.056478715609678	1.3060823165334374	94075283.5	0.8185667939702781	0	0	90.12738853503186	40.90500506818138
Ctsb	7	2.1016434959724135	1.262647004342627	92136112.5	0.8016937011729534	0	0	88.35304822565969	46.51442997303345
Tnfrsf4	7	1.904240479552891	1.2483124201797846	87087129	0.7577615429838809	0	0	77.47952684258416	28.366515577485803
Gna13	7	1.8439312440156357	1.2443630257598253	92525169	0.8050789551953693	0	0	84.07643312101911	34.49423374835045
Il1r2	7	1.4929064483986898	1.2221387400962602	87538855	0.7616920961516852	0	0	63.60327570518653	12.611165299213953
Ppia	8	1.7313483408661667	-1.3950663270912187	22479171	0.21030783859879817	0	0	60.35328753680078	97.73294945373424
Fth1	8	1.4192671191187765	-1.3741426173288984	25688899	0.24033701352566905	0	0	51.81550539744848	94.98541384635918
Rps4x	8	2.276753290497758	-1.3321896330540661	25773927.5	0.2411325126147724	0	0	69.38174681059863	98.82357427498236
Rplp0	8	2.1632592899487877	-1.324612536047785	24666872.5	0.23077526482035896	0	0	68.69479882237488	97.72341601998208
Rpl15	8	1.5048612413128815	-1.3195098409422157	26313582	0.24618134522008134	0	0	53.43473994111875	94.72801113505062
Rps7	8	2.3154391175761977	-1.3117460508098917	26599009	0.24885170772801096	0	0	69.77428851815506	98.91890861250405
Rps2	8	2.1447348365624648	-1.2579002113747522	24636544.5	0.23049152588136407	0	0	69.43081452404319	98.10475337006883
Rps3a1	8	2.498480280209032	-1.2208643610941987	26180428.5	0.24493560422781496	0	0	74.5829244357213	99.31740614334471
Tpt1	8	2.8330773394330846	-1.200701359381429	24610128	0.2302443816686907	0	0	79.5387634936212	99.5481152401472
Eef1a1	8	2.938715687766155	-1.0317750792152047	24650932.5	0.23062613534635545	0	0	84.64180569185476	99.53667511964458
Ly6c2	9	2.3843259296509682	2.303956493899624	91651450	0.8816038684146483	0	0	78.23232323232322	3.875821350347586
Klrd1	9	1.2758236206090323	1.1785007736084387	85569763	0.8231035524274264	0	0	69.8989898989899	5.36901247500238
Ctsw	9	1.5008564897460255	1.1212027346781404	82913702.5	0.7975546580941305	0	0	78.23232323232322	21.418912484525283
Klrk1	9	1.046519122971352	1.022090961925717	81317120.5	0.7821969865303834	0	0	57.77777777777777	1.4760499000095229
Cd7	9	1.3623551672472334	0.9213494257980267	75661287	0.7277929951837199	0	0	67.22222222222223	21.251309399104848
Il2rb	9	1.6255582145847063	0.8317718886503214	74834169	0.7198368697930645	6.52200770196603e-293	4.386729555374443e-290	78.48484848484848	42.9959051518903
Ahnak	9	1.543225061472362	0.8334275288284503	73075271	0.702917865446196	3.738764950706849e-274	2.3667848320307963e-271	73.7878787878788	35.90134272926388
Ccl5	9	4.606655478026325	2.1709131099820005	70882091.5	0.6818214667386174	1.2585800517779972e-189	5.643507912729533e-187	95.15151515151516	48.62965431863632
Ifi27l2a	9	0.5982956438264101	-0.8553236166293107	32831958	0.3158136743109603	2.341898769500856e-181	1.0081093569778017e-178	30.454545454545457	62.42834015808019
Klf2	9	2.142577110563031	0.8036548530275867	70043103	0.673751157898382	4.49117433818095e-164	1.5933798187711208e-161	86.56565656565657	57.25549947624036
