sample_id	age	genotype	new_annotation	entropy
D	6mos	WT	24_Cycling Tregs	NA
D	6mos	WT	4a_Exhausted CTLs	NA
262	6mos	WT	2_Th1/EM	3.3322045101752
262	6mos	WT	15_IFN-stimulated	1.09861228866811
262	6mos	WT	10_Effector Tregs	1.94591014905531
262	6mos	WT	5_Tfh	2.484906649788
262	6mos	WT	1_Exhausted CTLs	3.34573471528009
262	6mos	WT	0_Naïve	3.95124371858143
262	6mos	WT	7_Follicular Tregs	1.3667110520552
262	6mos	WT	6_Activated CTLs	1.79175946922805
262	6mos	WT	4a_Exhausted CTLs	1.09861228866811
262	6mos	WT	4b_Naïve	2.07944154167984
262	6mos	WT	9_NKT	2.70805020110221
262	6mos	WT	8_Other	1.09861228866811
262	6mos	WT	3_Effector Tregs	2.07944154167984
262	6mos	WT	24_Cycling Tregs	1.6094379124341
262	6mos	WT	17_Cycling	NA
262	6mos	WT	13_Early activated CTLs	1.90615474653985
262	6mos	WT	11_Cycling Tregs	2.07944154167984
262	6mos	WT	12_Cycling	1.09861228866811
137	6mos	CD70-/-	1_Exhausted CTLs	2.07944154167984
137	6mos	CD70-/-	13_Early activated CTLs	1.79175946922805
137	6mos	CD70-/-	2_Th1/EM	3.43398720448515
137	6mos	CD70-/-	9_NKT	2.39789527279837
137	6mos	CD70-/-	5_Tfh	2.99573227355399
137	6mos	CD70-/-	10_Effector Tregs	2.19722457733622
137	6mos	CD70-/-	0_Naïve	4.00733318523247
137	6mos	CD70-/-	3_Effector Tregs	2.99573227355399
137	6mos	CD70-/-	4b_Naïve	NA
137	6mos	CD70-/-	7_Follicular Tregs	2.54003630382098
137	6mos	CD70-/-	12_Cycling	1.09861228866811
137	6mos	CD70-/-	6_Activated CTLs	1.38629436111989
137	6mos	CD70-/-	15_IFN-stimulated	1.79175946922805
137	6mos	CD70-/-	4a_Exhausted CTLs	NA
137	6mos	CD70-/-	11_Cycling Tregs	1.79175946922805
137	6mos	CD70-/-	17_Cycling	NA
137	6mos	CD70-/-	24_Cycling Tregs	NA
137	6mos	CD70-/-	8_Other	1.38629436111989
138	6mos	CD70-/-	0_Naïve	3.85014760171006
138	6mos	CD70-/-	7_Follicular Tregs	2.39789527279837
138	6mos	CD70-/-	4b_Naïve	1.09861228866811
138	6mos	CD70-/-	1_Exhausted CTLs	2.16395565688206
138	6mos	CD70-/-	2_Th1/EM	2.30258509299405
138	6mos	CD70-/-	13_Early activated CTLs	2.484906649788
138	6mos	CD70-/-	3_Effector Tregs	2.77258872223978
138	6mos	CD70-/-	5_Tfh	2.19722457733622
138	6mos	CD70-/-	9_NKT	NA
138	6mos	CD70-/-	8_Other	NA
138	6mos	CD70-/-	15_IFN-stimulated	2.19722457733622
138	6mos	CD70-/-	10_Effector Tregs	1.79175946922805
138	6mos	CD70-/-	6_Activated CTLs	1.09861228866811
138	6mos	CD70-/-	12_Cycling	NA
138	6mos	CD70-/-	11_Cycling Tregs	1.09861228866811
138	6mos	CD70-/-	24_Cycling Tregs	NA
138	6mos	CD70-/-	4a_Exhausted CTLs	NA
138	6mos	CD70-/-	17_Cycling	NA
140	6mos	CD70-/-	0_Naïve	4.53928431937823
140	6mos	CD70-/-	9_NKT	2.30258509299405
140	6mos	CD70-/-	15_IFN-stimulated	2.07944154167984
140	6mos	CD70-/-	4b_Naïve	1.94591014905531
140	6mos	CD70-/-	8_Other	NA
140	6mos	CD70-/-	3_Effector Tregs	1.38629436111989
140	6mos	CD70-/-	12_Cycling	NA
140	6mos	CD70-/-	2_Th1/EM	2.87147611805487
140	6mos	CD70-/-	7_Follicular Tregs	1.79175946922805
140	6mos	CD70-/-	4a_Exhausted CTLs	NA
140	6mos	CD70-/-	17_Cycling	NA
140	6mos	CD70-/-	10_Effector Tregs	2.07944154167984
140	6mos	CD70-/-	5_Tfh	2.30258509299405
140	6mos	CD70-/-	24_Cycling Tregs	NA
140	6mos	CD70-/-	13_Early activated CTLs	1.6094379124341
140	6mos	CD70-/-	11_Cycling Tregs	1.6094379124341
140	6mos	CD70-/-	1_Exhausted CTLs	1.09861228866811
140	6mos	CD70-/-	6_Activated CTLs	NA
141	6mos	CD70-/-	2_Th1/EM	3.2188758248682
141	6mos	CD70-/-	0_Naïve	3.98898404656427
141	6mos	CD70-/-	8_Other	1.38629436111989
141	6mos	CD70-/-	9_NKT	2.77258872223978
141	6mos	CD70-/-	3_Effector Tregs	2.63905732961526
141	6mos	CD70-/-	10_Effector Tregs	2.19722457733622
141	6mos	CD70-/-	1_Exhausted CTLs	2.19722457733622
141	6mos	CD70-/-	4b_Naïve	2.39789527279837
141	6mos	CD70-/-	7_Follicular Tregs	1.38629436111989
141	6mos	CD70-/-	17_Cycling	NA
141	6mos	CD70-/-	6_Activated CTLs	NA
141	6mos	CD70-/-	11_Cycling Tregs	1.38629436111989
141	6mos	CD70-/-	5_Tfh	1.94591014905531
141	6mos	CD70-/-	13_Early activated CTLs	1.6094379124341
141	6mos	CD70-/-	12_Cycling	1.38629436111989
141	6mos	CD70-/-	4a_Exhausted CTLs	NA
141	6mos	CD70-/-	15_IFN-stimulated	1.09861228866811
141	6mos	CD70-/-	24_Cycling Tregs	NA
110	6mos	CD70-/-	0_Naïve	4.82527957075211
110	6mos	CD70-/-	10_Effector Tregs	2.39789527279837
110	6mos	CD70-/-	1_Exhausted CTLs	1.90615474653985
110	6mos	CD70-/-	2_Th1/EM	2.30258509299405
110	6mos	CD70-/-	8_Other	NA
110	6mos	CD70-/-	12_Cycling	NA
110	6mos	CD70-/-	3_Effector Tregs	1.74786809746676
110	6mos	CD70-/-	4b_Naïve	2.45831132968308
110	6mos	CD70-/-	6_Activated CTLs	NA
110	6mos	CD70-/-	13_Early activated CTLs	NA
110	6mos	CD70-/-	9_NKT	1.94591014905531
110	6mos	CD70-/-	11_Cycling Tregs	2.19722457733622
110	6mos	CD70-/-	15_IFN-stimulated	1.38629436111989
110	6mos	CD70-/-	4a_Exhausted CTLs	NA
110	6mos	CD70-/-	7_Follicular Tregs	NA
110	6mos	CD70-/-	5_Tfh	1.94591014905531
110	6mos	CD70-/-	17_Cycling	NA
110	6mos	CD70-/-	24_Cycling Tregs	NA
111	6mos	CD70-/-	0_Naïve	4.48440639965116
111	6mos	CD70-/-	4b_Naïve	2.56494935746154
111	6mos	CD70-/-	1_Exhausted CTLs	1.79175946922805
111	6mos	CD70-/-	10_Effector Tregs	1.6094379124341
111	6mos	CD70-/-	11_Cycling Tregs	1.6094379124341
111	6mos	CD70-/-	7_Follicular Tregs	2.39789527279837
111	6mos	CD70-/-	9_NKT	2.484906649788
111	6mos	CD70-/-	2_Th1/EM	2.30258509299405
111	6mos	CD70-/-	12_Cycling	NA
111	6mos	CD70-/-	15_IFN-stimulated	1.79175946922805
111	6mos	CD70-/-	8_Other	NA
111	6mos	CD70-/-	3_Effector Tregs	2.484906649788
111	6mos	CD70-/-	13_Early activated CTLs	2.07944154167984
111	6mos	CD70-/-	5_Tfh	2.13833305950803
111	6mos	CD70-/-	6_Activated CTLs	NA
111	6mos	CD70-/-	4a_Exhausted CTLs	NA
111	6mos	CD70-/-	17_Cycling	NA
158	6mos	Bcl6tg/+	4b_Naïve	NA
158	6mos	Bcl6tg/+	0_Naïve	4.61512051684126
158	6mos	Bcl6tg/+	3_Effector Tregs	NA
158	6mos	Bcl6tg/+	9_NKT	1.94591014905531
158	6mos	Bcl6tg/+	8_Other	NA
158	6mos	Bcl6tg/+	13_Early activated CTLs	NA
158	6mos	Bcl6tg/+	2_Th1/EM	2.19722457733622
158	6mos	Bcl6tg/+	7_Follicular Tregs	1.38629436111989
158	6mos	Bcl6tg/+	1_Exhausted CTLs	NA
158	6mos	Bcl6tg/+	5_Tfh	1.09861228866811
158	6mos	Bcl6tg/+	10_Effector Tregs	1.09861228866811
158	6mos	Bcl6tg/+	11_Cycling Tregs	1.38629436111989
158	6mos	Bcl6tg/+	24_Cycling Tregs	NA
158	6mos	Bcl6tg/+	15_IFN-stimulated	1.09861228866811
158	6mos	Bcl6tg/+	17_Cycling	NA
158	6mos	Bcl6tg/+	6_Activated CTLs	NA
159	6mos	Bcl6tg/+	0_Naïve	4.77912349311153
159	6mos	Bcl6tg/+	9_NKT	1.6094379124341
159	6mos	Bcl6tg/+	2_Th1/EM	1.94591014905531
159	6mos	Bcl6tg/+	15_IFN-stimulated	1.38629436111989
159	6mos	Bcl6tg/+	4b_Naïve	2.77258872223978
159	6mos	Bcl6tg/+	7_Follicular Tregs	1.09861228866811
159	6mos	Bcl6tg/+	10_Effector Tregs	2.19722457733622
159	6mos	Bcl6tg/+	5_Tfh	1.38629436111989
159	6mos	Bcl6tg/+	24_Cycling Tregs	NA
159	6mos	Bcl6tg/+	1_Exhausted CTLs	2.19722457733622
159	6mos	Bcl6tg/+	8_Other	NA
159	6mos	Bcl6tg/+	11_Cycling Tregs	1.09861228866811
159	6mos	Bcl6tg/+	4a_Exhausted CTLs	NA
159	6mos	Bcl6tg/+	13_Early activated CTLs	1.09861228866811
159	6mos	Bcl6tg/+	3_Effector Tregs	1.38629436111989
159	6mos	Bcl6tg/+	6_Activated CTLs	NA
159	6mos	Bcl6tg/+	17_Cycling	NA
159	6mos	Bcl6tg/+	12_Cycling	NA
160	6mos	Bcl6tg/+	0_Naïve	4.85203026391962
160	6mos	Bcl6tg/+	2_Th1/EM	2.70805020110221
160	6mos	Bcl6tg/+	1_Exhausted CTLs	1.6094379124341
160	6mos	Bcl6tg/+	9_NKT	2.07944154167984
160	6mos	Bcl6tg/+	11_Cycling Tregs	1.79175946922805
160	6mos	Bcl6tg/+	4b_Naïve	3.2188758248682
160	6mos	Bcl6tg/+	8_Other	1.38629436111989
160	6mos	Bcl6tg/+	15_IFN-stimulated	NA
160	6mos	Bcl6tg/+	13_Early activated CTLs	NA
160	6mos	Bcl6tg/+	7_Follicular Tregs	1.38629436111989
160	6mos	Bcl6tg/+	5_Tfh	1.79175946922805
160	6mos	Bcl6tg/+	6_Activated CTLs	NA
160	6mos	Bcl6tg/+	12_Cycling	NA
160	6mos	Bcl6tg/+	10_Effector Tregs	1.6094379124341
160	6mos	Bcl6tg/+	3_Effector Tregs	1.09861228866811
160	6mos	Bcl6tg/+	24_Cycling Tregs	NA
161	6mos	Bcl6tg/+	0_Naïve	3.81343874586123
161	6mos	Bcl6tg/+	9_NKT	2.39789527279837
161	6mos	Bcl6tg/+	2_Th1/EM	2.77258872223978
161	6mos	Bcl6tg/+	17_Cycling	NA
161	6mos	Bcl6tg/+	3_Effector Tregs	1.79175946922805
161	6mos	Bcl6tg/+	5_Tfh	1.94591014905531
161	6mos	Bcl6tg/+	15_IFN-stimulated	1.6094379124341
161	6mos	Bcl6tg/+	7_Follicular Tregs	1.79175946922805
161	6mos	Bcl6tg/+	4b_Naïve	NA
161	6mos	Bcl6tg/+	11_Cycling Tregs	1.6094379124341
161	6mos	Bcl6tg/+	10_Effector Tregs	1.6094379124341
161	6mos	Bcl6tg/+	13_Early activated CTLs	1.38629436111989
161	6mos	Bcl6tg/+	8_Other	NA
161	6mos	Bcl6tg/+	6_Activated CTLs	1.09861228866811
161	6mos	Bcl6tg/+	1_Exhausted CTLs	NA
161	6mos	Bcl6tg/+	12_Cycling	NA
161	6mos	Bcl6tg/+	4a_Exhausted CTLs	NA
032	6mos	Bcl6tg/+	0_Naïve	4.51085950651685
032	6mos	Bcl6tg/+	4b_Naïve	2.56494935746154
032	6mos	Bcl6tg/+	2_Th1/EM	3.29133615279534
032	6mos	Bcl6tg/+	8_Other	1.09861228866811
032	6mos	Bcl6tg/+	11_Cycling Tregs	1.38629436111989
032	6mos	Bcl6tg/+	9_NKT	2.484906649788
032	6mos	Bcl6tg/+	10_Effector Tregs	2.484906649788
032	6mos	Bcl6tg/+	5_Tfh	2.56494935746154
032	6mos	Bcl6tg/+	6_Activated CTLs	1.09861228866811
032	6mos	Bcl6tg/+	7_Follicular Tregs	1.6094379124341
032	6mos	Bcl6tg/+	13_Early activated CTLs	1.38629436111989
032	6mos	Bcl6tg/+	1_Exhausted CTLs	1.38629436111989
032	6mos	Bcl6tg/+	4a_Exhausted CTLs	NA
032	6mos	Bcl6tg/+	3_Effector Tregs	1.94591014905531
032	6mos	Bcl6tg/+	15_IFN-stimulated	1.38629436111989
032	6mos	Bcl6tg/+	17_Cycling	NA
032	6mos	Bcl6tg/+	24_Cycling Tregs	NA
032	6mos	Bcl6tg/+	12_Cycling	NA
033	6mos	Bcl6tg/+	8_Other	NA
033	6mos	Bcl6tg/+	0_Naïve	4.86753445045558
033	6mos	Bcl6tg/+	1_Exhausted CTLs	2.39789527279837
033	6mos	Bcl6tg/+	10_Effector Tregs	2.484906649788
033	6mos	Bcl6tg/+	9_NKT	1.38629436111989
033	6mos	Bcl6tg/+	2_Th1/EM	2.97850842052724
033	6mos	Bcl6tg/+	4b_Naïve	2.89037175789616
033	6mos	Bcl6tg/+	13_Early activated CTLs	1.09861228866811
033	6mos	Bcl6tg/+	15_IFN-stimulated	1.38629436111989
033	6mos	Bcl6tg/+	3_Effector Tregs	1.38629436111989
033	6mos	Bcl6tg/+	7_Follicular Tregs	1.6094379124341
033	6mos	Bcl6tg/+	5_Tfh	1.90615474653985
033	6mos	Bcl6tg/+	4a_Exhausted CTLs	NA
033	6mos	Bcl6tg/+	11_Cycling Tregs	1.38629436111989
033	6mos	Bcl6tg/+	17_Cycling	NA
033	6mos	Bcl6tg/+	6_Activated CTLs	NA
033	6mos	Bcl6tg/+	24_Cycling Tregs	NA
033	6mos	Bcl6tg/+	12_Cycling	NA
145	6mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	2.07944154167984
145	6mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	3.50096614844841
145	6mos	CD70-/-;Bcl6tg/+	7_Follicular Tregs	3.12242459833306
145	6mos	CD70-/-;Bcl6tg/+	2_Th1/EM	3.76120011569356
145	6mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	NA
145	6mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	1.72273535896601
145	6mos	CD70-/-;Bcl6tg/+	0_Naïve	3.85014760171006
145	6mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	2.36938211969468
145	6mos	CD70-/-;Bcl6tg/+	5_Tfh	3.48558716105381
145	6mos	CD70-/-;Bcl6tg/+	8_Other	NA
145	6mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	2.27186851269656
145	6mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	2.19722457733622
145	6mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	2.07944154167984
145	6mos	CD70-/-;Bcl6tg/+	17_Cycling	1.56071040904141
145	6mos	CD70-/-;Bcl6tg/+	4b_Naïve	1.09861228866811
145	6mos	CD70-/-;Bcl6tg/+	12_Cycling	1.09861228866811
145	6mos	CD70-/-;Bcl6tg/+	9_NKT	NA
145	6mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	1.09861228866811
146	6mos	CD70-/-;Bcl6tg/+	0_Naïve	4.04305126783455
146	6mos	CD70-/-;Bcl6tg/+	9_NKT	2.19722457733622
146	6mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	2.20478541691352
146	6mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	3.72896071194659
146	6mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	2.4410152780267
146	6mos	CD70-/-;Bcl6tg/+	2_Th1/EM	3.28269399727806
146	6mos	CD70-/-;Bcl6tg/+	7_Follicular Tregs	2.30258509299405
146	6mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	1.94591014905531
146	6mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	1.6094379124341
146	6mos	CD70-/-;Bcl6tg/+	5_Tfh	3.07522054805437
146	6mos	CD70-/-;Bcl6tg/+	8_Other	1.09861228866811
146	6mos	CD70-/-;Bcl6tg/+	17_Cycling	NA
146	6mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	1.6094379124341
146	6mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	1.38629436111989
146	6mos	CD70-/-;Bcl6tg/+	12_Cycling	1.09861228866811
146	6mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	NA
146	6mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	2.07944154167984
146	6mos	CD70-/-;Bcl6tg/+	4b_Naïve	NA
211	6mos	CD70-/-;Bcl6tg/+	0_Naïve	3.85014760171006
211	6mos	CD70-/-;Bcl6tg/+	4b_Naïve	1.79175946922805
211	6mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	1.79175946922805
211	6mos	CD70-/-;Bcl6tg/+	2_Th1/EM	2.07944154167984
211	6mos	CD70-/-;Bcl6tg/+	9_NKT	2.45831132968308
211	6mos	CD70-/-;Bcl6tg/+	5_Tfh	1.79175946922805
211	6mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	NA
211	6mos	CD70-/-;Bcl6tg/+	8_Other	NA
211	6mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	1.09861228866811
211	6mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	1.79175946922805
211	6mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	1.38629436111989
211	6mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	NA
211	6mos	CD70-/-;Bcl6tg/+	12_Cycling	NA
211	6mos	CD70-/-;Bcl6tg/+	7_Follicular Tregs	NA
211	6mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	1.79175946922805
211	6mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	1.09861228866811
211	6mos	CD70-/-;Bcl6tg/+	17_Cycling	NA
211	6mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	NA
213	6mos	CD70-/-;Bcl6tg/+	2_Th1/EM	3.09104245335832
213	6mos	CD70-/-;Bcl6tg/+	0_Naïve	4.00733318523247
213	6mos	CD70-/-;Bcl6tg/+	7_Follicular Tregs	2.54003630382098
213	6mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	1.09861228866811
213	6mos	CD70-/-;Bcl6tg/+	9_NKT	1.09861228866811
213	6mos	CD70-/-;Bcl6tg/+	4b_Naïve	1.6094379124341
213	6mos	CD70-/-;Bcl6tg/+	12_Cycling	NA
213	6mos	CD70-/-;Bcl6tg/+	5_Tfh	2.56494935746154
213	6mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	2.30258509299405
213	6mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	1.6094379124341
213	6mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	1.6094379124341
213	6mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	NA
213	6mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	NA
213	6mos	CD70-/-;Bcl6tg/+	8_Other	NA
213	6mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	1.38629436111989
213	6mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	NA
213	6mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	NA
213	6mos	CD70-/-;Bcl6tg/+	17_Cycling	NA
280	6mos	CD70-/-;Bcl6tg/+	0_Naïve	3.82065197700538
280	6mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	1.6094379124341
280	6mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	1.79175946922805
280	6mos	CD70-/-;Bcl6tg/+	8_Other	NA
280	6mos	CD70-/-;Bcl6tg/+	9_NKT	1.56071040904141
280	6mos	CD70-/-;Bcl6tg/+	2_Th1/EM	2.30258509299405
280	6mos	CD70-/-;Bcl6tg/+	5_Tfh	2.09827373952525
280	6mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	1.09861228866811
280	6mos	CD70-/-;Bcl6tg/+	7_Follicular Tregs	1.09861228866811
280	6mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	NA
280	6mos	CD70-/-;Bcl6tg/+	4b_Naïve	1.03972077083992
280	6mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	NA
280	6mos	CD70-/-;Bcl6tg/+	17_Cycling	NA
280	6mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	NA
280	6mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	NA
280	6mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	NA
280	6mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	1.09861228866811
072	6mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	3.22388606849131
072	6mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	NA
072	6mos	CD70-/-;Bcl6tg/+	9_NKT	2.07944154167984
072	6mos	CD70-/-;Bcl6tg/+	2_Th1/EM	2.39789527279837
072	6mos	CD70-/-;Bcl6tg/+	5_Tfh	2.68594532466979
072	6mos	CD70-/-;Bcl6tg/+	0_Naïve	3.71357206670431
072	6mos	CD70-/-;Bcl6tg/+	8_Other	NA
072	6mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	NA
072	6mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	1.67698777432242
072	6mos	CD70-/-;Bcl6tg/+	7_Follicular Tregs	1.33217904021012
072	6mos	CD70-/-;Bcl6tg/+	4b_Naïve	1.09861228866811
072	6mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	NA
072	6mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	NA
072	6mos	CD70-/-;Bcl6tg/+	12_Cycling	1.09861228866811
072	6mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	1.79175946922805
072	6mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	2.07944154167984
072	6mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	1.6094379124341
072	6mos	CD70-/-;Bcl6tg/+	17_Cycling	NA
049	14mos	WT	0_Naïve	4.48863636973214
049	14mos	WT	11_Cycling Tregs	2.07944154167984
049	14mos	WT	7_Follicular Tregs	2.19722457733622
049	14mos	WT	9_NKT	2.83321334405622
049	14mos	WT	3_Effector Tregs	2.91249440333105
049	14mos	WT	2_Th1/EM	3.3087777575875
049	14mos	WT	13_Early activated CTLs	1.38629436111989
049	14mos	WT	5_Tfh	3.25364628288288
049	14mos	WT	10_Effector Tregs	1.94591014905531
049	14mos	WT	24_Cycling Tregs	NA
049	14mos	WT	1_Exhausted CTLs	2.19722457733622
049	14mos	WT	8_Other	1.09861228866811
049	14mos	WT	6_Activated CTLs	1.09861228866811
049	14mos	WT	15_IFN-stimulated	1.09861228866811
049	14mos	WT	4b_Naïve	1.94591014905531
049	14mos	WT	17_Cycling	NA
049	14mos	WT	12_Cycling	NA
051	14mos	WT	2_Th1/EM	2.56494935746154
051	14mos	WT	4b_Naïve	2.63905732961526
051	14mos	WT	0_Naïve	4.51085950651685
051	14mos	WT	9_NKT	2.19722457733622
051	14mos	WT	10_Effector Tregs	1.79175946922805
051	14mos	WT	7_Follicular Tregs	1.38629436111989
051	14mos	WT	5_Tfh	1.03972077083992
051	14mos	WT	8_Other	1.09861228866811
051	14mos	WT	3_Effector Tregs	1.94591014905531
051	14mos	WT	1_Exhausted CTLs	2.484906649788
051	14mos	WT	17_Cycling	NA
051	14mos	WT	6_Activated CTLs	NA
051	14mos	WT	13_Early activated CTLs	NA
051	14mos	WT	15_IFN-stimulated	NA
051	14mos	WT	11_Cycling Tregs	NA
051	14mos	WT	4a_Exhausted CTLs	NA
051	14mos	WT	24_Cycling Tregs	NA
051	14mos	WT	12_Cycling	NA
113	14mos	WT	0_Naïve	3.2188758248682
113	14mos	WT	2_Th1/EM	2.63905732961526
113	14mos	WT	4a_Exhausted CTLs	NA
