sample_id	age	genotype	new_annotation	entropy
113	14mos	WT	3_Effector Tregs	1.09861228866811
113	14mos	WT	5_Tfh	2.61563057702755
113	14mos	WT	1_Exhausted CTLs	2.19722457733622
113	14mos	WT	13_Early activated CTLs	1.09861228866811
113	14mos	WT	8_Other	NA
113	14mos	WT	9_NKT	1.6094379124341
113	14mos	WT	7_Follicular Tregs	1.79175946922805
113	14mos	WT	6_Activated CTLs	0.735621939758795
113	14mos	WT	10_Effector Tregs	1.6094379124341
113	14mos	WT	4b_Naïve	NA
113	14mos	WT	15_IFN-stimulated	1.09861228866811
113	14mos	WT	17_Cycling	NA
113	14mos	WT	12_Cycling	NA
113	14mos	WT	24_Cycling Tregs	NA
113	14mos	WT	11_Cycling Tregs	NA
115	14mos	WT	10_Effector Tregs	NA
115	14mos	WT	12_Cycling	NA
115	14mos	WT	11_Cycling Tregs	1.09861228866811
115	14mos	WT	8_Other	NA
115	14mos	WT	1_Exhausted CTLs	NA
115	14mos	WT	3_Effector Tregs	NA
115	14mos	WT	5_Tfh	1.79175946922805
115	14mos	WT	7_Follicular Tregs	1.09861228866811
115	14mos	WT	2_Th1/EM	1.38629436111989
115	14mos	WT	15_IFN-stimulated	NA
115	14mos	WT	6_Activated CTLs	NA
115	14mos	WT	17_Cycling	NA
115	14mos	WT	9_NKT	NA
115	14mos	WT	24_Cycling Tregs	NA
115	14mos	WT	4a_Exhausted CTLs	NA
115	14mos	WT	0_Naïve	NA
115	14mos	WT	13_Early activated CTLs	NA
118	14mos	WT	2_Th1/EM	3.12029156530128
118	14mos	WT	4b_Naïve	NA
118	14mos	WT	3_Effector Tregs	2.30258509299405
118	14mos	WT	10_Effector Tregs	NA
118	14mos	WT	0_Naïve	3.36729582998647
118	14mos	WT	5_Tfh	2.68594532466979
118	14mos	WT	1_Exhausted CTLs	1.6094379124341
118	14mos	WT	9_NKT	NA
118	14mos	WT	6_Activated CTLs	NA
118	14mos	WT	7_Follicular Tregs	1.6094379124341
118	14mos	WT	8_Other	NA
118	14mos	WT	4a_Exhausted CTLs	NA
118	14mos	WT	11_Cycling Tregs	NA
118	14mos	WT	13_Early activated CTLs	1.38629436111989
118	14mos	WT	17_Cycling	NA
118	14mos	WT	24_Cycling Tregs	NA
118	14mos	WT	15_IFN-stimulated	NA
118	14mos	WT	12_Cycling	NA
129	14mos	WT	9_NKT	2.56494935746154
129	14mos	WT	1_Exhausted CTLs	2.19722457733622
129	14mos	WT	5_Tfh	3.42241420401473
129	14mos	WT	2_Th1/EM	3.61091791264422
129	14mos	WT	4a_Exhausted CTLs	NA
129	14mos	WT	3_Effector Tregs	2.77258872223978
129	14mos	WT	7_Follicular Tregs	1.6094379124341
129	14mos	WT	0_Naïve	3.68887945411394
129	14mos	WT	6_Activated CTLs	1.56071040904141
129	14mos	WT	10_Effector Tregs	1.6094379124341
129	14mos	WT	13_Early activated CTLs	1.38629436111989
129	14mos	WT	4b_Naïve	NA
129	14mos	WT	17_Cycling	NA
129	14mos	WT	8_Other	NA
129	14mos	WT	11_Cycling Tregs	1.38629436111989
129	14mos	WT	15_IFN-stimulated	NA
129	14mos	WT	24_Cycling Tregs	NA
129	14mos	WT	12_Cycling	NA
079	14mos	CD70-/-	0_Naïve	4.27666611901606
079	14mos	CD70-/-	2_Th1/EM	3.62801563687016
079	14mos	CD70-/-	1_Exhausted CTLs	2.04319187054512
079	14mos	CD70-/-	15_IFN-stimulated	NA
079	14mos	CD70-/-	9_NKT	2.39789527279837
079	14mos	CD70-/-	7_Follicular Tregs	2.484906649788
079	14mos	CD70-/-	3_Effector Tregs	2.45831132968308
079	14mos	CD70-/-	5_Tfh	3.16498553777791
079	14mos	CD70-/-	8_Other	NA
079	14mos	CD70-/-	10_Effector Tregs	2.30258509299405
079	14mos	CD70-/-	11_Cycling Tregs	1.33217904021012
079	14mos	CD70-/-	13_Early activated CTLs	1.79175946922805
079	14mos	CD70-/-	24_Cycling Tregs	NA
079	14mos	CD70-/-	4a_Exhausted CTLs	NA
079	14mos	CD70-/-	4b_Naïve	NA
079	14mos	CD70-/-	6_Activated CTLs	NA
079	14mos	CD70-/-	17_Cycling	NA
010b	14mos	CD70-/-	0_Naïve	4.06044301054642
010b	14mos	CD70-/-	2_Th1/EM	2.79851325694329
010b	14mos	CD70-/-	9_NKT	1.79175946922805
010b	14mos	CD70-/-	12_Cycling	NA
010b	14mos	CD70-/-	13_Early activated CTLs	1.09861228866811
010b	14mos	CD70-/-	4b_Naïve	2.56494935746154
010b	14mos	CD70-/-	7_Follicular Tregs	2.07944154167984
010b	14mos	CD70-/-	6_Activated CTLs	NA
010b	14mos	CD70-/-	3_Effector Tregs	1.6094379124341
010b	14mos	CD70-/-	8_Other	1.09861228866811
010b	14mos	CD70-/-	5_Tfh	1.94591014905531
010b	14mos	CD70-/-	10_Effector Tregs	1.09861228866811
010b	14mos	CD70-/-	11_Cycling Tregs	1.79175946922805
010b	14mos	CD70-/-	24_Cycling Tregs	NA
010b	14mos	CD70-/-	15_IFN-stimulated	NA
010b	14mos	CD70-/-	1_Exhausted CTLs	NA
010b	14mos	CD70-/-	4a_Exhausted CTLs	NA
010b	14mos	CD70-/-	17_Cycling	NA
008	14mos	CD70-/-	5_Tfh	3.04439022811584
008	14mos	CD70-/-	2_Th1/EM	3.31949257615475
008	14mos	CD70-/-	0_Naïve	3.25809653802148
008	14mos	CD70-/-	10_Effector Tregs	1.94591014905531
008	14mos	CD70-/-	7_Follicular Tregs	2.45831132968308
008	14mos	CD70-/-	9_NKT	2.19722457733622
008	14mos	CD70-/-	1_Exhausted CTLs	1.09861228866811
008	14mos	CD70-/-	4b_Naïve	NA
008	14mos	CD70-/-	3_Effector Tregs	2.36938211969468
008	14mos	CD70-/-	4a_Exhausted CTLs	NA
008	14mos	CD70-/-	6_Activated CTLs	1.09861228866811
008	14mos	CD70-/-	12_Cycling	NA
008	14mos	CD70-/-	13_Early activated CTLs	1.09861228866811
008	14mos	CD70-/-	11_Cycling Tregs	1.09861228866811
008	14mos	CD70-/-	15_IFN-stimulated	NA
008	14mos	CD70-/-	17_Cycling	NA
008	14mos	CD70-/-	8_Other	1.38629436111989
075	14mos	CD70-/-	0_Naïve	2.56494935746154
075	14mos	CD70-/-	3_Effector Tregs	2.19722457733622
075	14mos	CD70-/-	5_Tfh	2.87147611805487
075	14mos	CD70-/-	17_Cycling	NA
075	14mos	CD70-/-	2_Th1/EM	2.56494935746154
075	14mos	CD70-/-	1_Exhausted CTLs	2.65702007761329
075	14mos	CD70-/-	11_Cycling Tregs	NA
075	14mos	CD70-/-	6_Activated CTLs	NA
075	14mos	CD70-/-	15_IFN-stimulated	NA
075	14mos	CD70-/-	10_Effector Tregs	1.38629436111989
075	14mos	CD70-/-	13_Early activated CTLs	1.38629436111989
075	14mos	CD70-/-	7_Follicular Tregs	1.38629436111989
075	14mos	CD70-/-	9_NKT	1.09861228866811
075	14mos	CD70-/-	24_Cycling Tregs	NA
075	14mos	CD70-/-	12_Cycling	NA
075	14mos	CD70-/-	8_Other	NA
075	14mos	CD70-/-	4a_Exhausted CTLs	NA
075	14mos	CD70-/-	4b_Naïve	NA
076	14mos	CD70-/-	2_Th1/EM	1.6094379124341
076	14mos	CD70-/-	1_Exhausted CTLs	1.09861228866811
076	14mos	CD70-/-	12_Cycling	NA
076	14mos	CD70-/-	7_Follicular Tregs	NA
076	14mos	CD70-/-	5_Tfh	1.94591014905531
076	14mos	CD70-/-	6_Activated CTLs	NA
076	14mos	CD70-/-	3_Effector Tregs	NA
076	14mos	CD70-/-	15_IFN-stimulated	NA
076	14mos	CD70-/-	10_Effector Tregs	NA
076	14mos	CD70-/-	8_Other	NA
076	14mos	CD70-/-	9_NKT	1.38629436111989
076	14mos	CD70-/-	24_Cycling Tregs	NA
076	14mos	CD70-/-	13_Early activated CTLs	1.09861228866811
076	14mos	CD70-/-	4b_Naïve	NA
076	14mos	CD70-/-	4a_Exhausted CTLs	NA
076	14mos	CD70-/-	0_Naïve	NA
126	14mos	CD70-/-	2_Th1/EM	3.2760976031671
126	14mos	CD70-/-	9_NKT	2.07944154167984
126	14mos	CD70-/-	8_Other	1.03972077083992
126	14mos	CD70-/-	13_Early activated CTLs	2.07944154167984
126	14mos	CD70-/-	5_Tfh	2.45831132968308
126	14mos	CD70-/-	6_Activated CTLs	0.636514168294813
126	14mos	CD70-/-	7_Follicular Tregs	2.07944154167984
126	14mos	CD70-/-	0_Naïve	3.7758559484121
126	14mos	CD70-/-	11_Cycling Tregs	1.38629436111989
126	14mos	CD70-/-	1_Exhausted CTLs	1.94591014905531
126	14mos	CD70-/-	15_IFN-stimulated	1.09861228866811
126	14mos	CD70-/-	10_Effector Tregs	1.38629436111989
126	14mos	CD70-/-	4b_Naïve	NA
126	14mos	CD70-/-	17_Cycling	NA
126	14mos	CD70-/-	3_Effector Tregs	1.03972077083992
126	14mos	CD70-/-	4a_Exhausted CTLs	NA
126	14mos	CD70-/-	12_Cycling	0.636514168294813
035	14mos	Bcl6tg/+	4a_Exhausted CTLs	0.757904841974457
035	14mos	Bcl6tg/+	6_Activated CTLs	1.45080502008392
035	14mos	Bcl6tg/+	10_Effector Tregs	1.38629436111989
035	14mos	Bcl6tg/+	15_IFN-stimulated	1.33217904021012
035	14mos	Bcl6tg/+	9_NKT	1.3896811919839
035	14mos	Bcl6tg/+	1_Exhausted CTLs	0.959954992960796
035	14mos	Bcl6tg/+	3_Effector Tregs	1.94591014905531
035	14mos	Bcl6tg/+	5_Tfh	1.56071040904141
035	14mos	Bcl6tg/+	13_Early activated CTLs	1.242453324894
035	14mos	Bcl6tg/+	2_Th1/EM	2.56494935746154
035	14mos	Bcl6tg/+	0_Naïve	1.94591014905531
035	14mos	Bcl6tg/+	17_Cycling	NA
035	14mos	Bcl6tg/+	8_Other	1.15374194270109
035	14mos	Bcl6tg/+	12_Cycling	NA
035	14mos	Bcl6tg/+	11_Cycling Tregs	1.09861228866811
035	14mos	Bcl6tg/+	24_Cycling Tregs	NA
035	14mos	Bcl6tg/+	7_Follicular Tregs	NA
035	14mos	Bcl6tg/+	4b_Naïve	NA
031	14mos	Bcl6tg/+	4a_Exhausted CTLs	1.94591014905531
031	14mos	Bcl6tg/+	8_Other	1.79175946922805
031	14mos	Bcl6tg/+	24_Cycling Tregs	0.562335144618808
031	14mos	Bcl6tg/+	3_Effector Tregs	2.33837170480357
031	14mos	Bcl6tg/+	17_Cycling	1.33217904021012
031	14mos	Bcl6tg/+	6_Activated CTLs	2.30258509299405
031	14mos	Bcl6tg/+	1_Exhausted CTLs	3.75194420920751
031	14mos	Bcl6tg/+	7_Follicular Tregs	0
031	14mos	Bcl6tg/+	0_Naïve	2.63905732961526
031	14mos	Bcl6tg/+	9_NKT	1.09861228866811
031	14mos	Bcl6tg/+	13_Early activated CTLs	1.94591014905531
031	14mos	Bcl6tg/+	2_Th1/EM	2.19722457733622
031	14mos	Bcl6tg/+	10_Effector Tregs	1.09861228866811
031	14mos	Bcl6tg/+	5_Tfh	1.79175946922805
031	14mos	Bcl6tg/+	15_IFN-stimulated	1.79175946922805
031	14mos	Bcl6tg/+	12_Cycling	1.09861228866811
031	14mos	Bcl6tg/+	4b_Naïve	NA
031	14mos	Bcl6tg/+	11_Cycling Tregs	1.6094379124341
032b	14mos	Bcl6tg/+	1_Exhausted CTLs	1.85042932308563
032b	14mos	Bcl6tg/+	4a_Exhausted CTLs	1.16076171878841
032b	14mos	Bcl6tg/+	0_Naïve	3.02634560851796
032b	14mos	Bcl6tg/+	6_Activated CTLs	1.67512766337662
032b	14mos	Bcl6tg/+	13_Early activated CTLs	2.80978347800405
032b	14mos	Bcl6tg/+	5_Tfh	2.79851325694329
032b	14mos	Bcl6tg/+	7_Follicular Tregs	1.07354284640852
032b	14mos	Bcl6tg/+	8_Other	1.45080502008392
032b	14mos	Bcl6tg/+	2_Th1/EM	3.5157396511717
032b	14mos	Bcl6tg/+	3_Effector Tregs	2.61563057702755
032b	14mos	Bcl6tg/+	15_IFN-stimulated	2.2523542313692
032b	14mos	Bcl6tg/+	11_Cycling Tregs	1.90615474653985
032b	14mos	Bcl6tg/+	10_Effector Tregs	NA
032b	14mos	Bcl6tg/+	17_Cycling	1.6094379124341
032b	14mos	Bcl6tg/+	9_NKT	1.6094379124341
032b	14mos	Bcl6tg/+	12_Cycling	1.94593477575611
032b	14mos	Bcl6tg/+	4b_Naïve	NA
032b	14mos	Bcl6tg/+	24_Cycling Tregs	1.38629436111989
036	14mos	Bcl6tg/+	3_Effector Tregs	3.2188758248682
036	14mos	Bcl6tg/+	5_Tfh	2.54003630382098
036	14mos	Bcl6tg/+	10_Effector Tregs	1.6094379124341
036	14mos	Bcl6tg/+	8_Other	0.950270539233235
036	14mos	Bcl6tg/+	6_Activated CTLs	1.39068262781295
036	14mos	Bcl6tg/+	1_Exhausted CTLs	2.24563262655315
036	14mos	Bcl6tg/+	2_Th1/EM	2.97850842052724
036	14mos	Bcl6tg/+	24_Cycling Tregs	1.33217904021012
036	14mos	Bcl6tg/+	15_IFN-stimulated	1.56071040904141
036	14mos	Bcl6tg/+	4b_Naïve	NA
036	14mos	Bcl6tg/+	12_Cycling	1.03972077083992
036	14mos	Bcl6tg/+	4a_Exhausted CTLs	1.94591014905531
036	14mos	Bcl6tg/+	17_Cycling	1.09861228866811
036	14mos	Bcl6tg/+	9_NKT	1.6094379124341
036	14mos	Bcl6tg/+	0_Naïve	2.39789527279837
036	14mos	Bcl6tg/+	7_Follicular Tregs	1.09861228866811
036	14mos	Bcl6tg/+	11_Cycling Tregs	1.79175946922805
036	14mos	Bcl6tg/+	13_Early activated CTLs	1.6094379124341
083	14mos	Bcl6tg/+	4b_Naïve	NA
083	14mos	Bcl6tg/+	6_Activated CTLs	2.95467321230482
083	14mos	Bcl6tg/+	2_Th1/EM	1.90615474653985
083	14mos	Bcl6tg/+	1_Exhausted CTLs	3.6927245977755
083	14mos	Bcl6tg/+	8_Other	1.09861228866811
083	14mos	Bcl6tg/+	4a_Exhausted CTLs	1.94591014905531
083	14mos	Bcl6tg/+	7_Follicular Tregs	NA
083	14mos	Bcl6tg/+	10_Effector Tregs	NA
083	14mos	Bcl6tg/+	11_Cycling Tregs	NA
083	14mos	Bcl6tg/+	9_NKT	NA
083	14mos	Bcl6tg/+	15_IFN-stimulated	NA
083	14mos	Bcl6tg/+	13_Early activated CTLs	2.47995552054452
083	14mos	Bcl6tg/+	3_Effector Tregs	1.6094379124341
083	14mos	Bcl6tg/+	0_Naïve	1.38629436111989
083	14mos	Bcl6tg/+	17_Cycling	NA
083	14mos	Bcl6tg/+	12_Cycling	1.79175946922805
083	14mos	Bcl6tg/+	5_Tfh	NA
083	14mos	Bcl6tg/+	24_Cycling Tregs	NA
089	14mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	3.91698694808793
089	14mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	2.39789527279837
089	14mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	2.61563057702755
089	14mos	CD70-/-;Bcl6tg/+	2_Th1/EM	2.50702643555742
089	14mos	CD70-/-;Bcl6tg/+	5_Tfh	2.61563057702755
089	14mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	1.09861228866811
089	14mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	1.09861228866811
089	14mos	CD70-/-;Bcl6tg/+	7_Follicular Tregs	1.74786809746676
089	14mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	1.09861228866811
089	14mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	1.03972077083992
089	14mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	1.6094379124341
089	14mos	CD70-/-;Bcl6tg/+	8_Other	NA
089	14mos	CD70-/-;Bcl6tg/+	9_NKT	1.79175946922805
089	14mos	CD70-/-;Bcl6tg/+	0_Naïve	2.484906649788
089	14mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	1.09861228866811
089	14mos	CD70-/-;Bcl6tg/+	17_Cycling	NA
089	14mos	CD70-/-;Bcl6tg/+	12_Cycling	NA
089	14mos	CD70-/-;Bcl6tg/+	4b_Naïve	NA
090	14mos	CD70-/-;Bcl6tg/+	2_Th1/EM	3.29583686600433
090	14mos	CD70-/-;Bcl6tg/+	0_Naïve	3.93171712917139
090	14mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	1.6094379124341
090	14mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	1.79175946922805
090	14mos	CD70-/-;Bcl6tg/+	9_NKT	2.30258509299405
090	14mos	CD70-/-;Bcl6tg/+	5_Tfh	2.63905732961526
090	14mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	3.38865078264192
090	14mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	2.35167330190463
090	14mos	CD70-/-;Bcl6tg/+	4b_Naïve	NA
090	14mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	1.79175946922805
090	14mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	2.02532622077007
090	14mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	2.16395565688206
090	14mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	1.38629436111989
090	14mos	CD70-/-;Bcl6tg/+	8_Other	NA
090	14mos	CD70-/-;Bcl6tg/+	7_Follicular Tregs	NA
090	14mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	NA
090	14mos	CD70-/-;Bcl6tg/+	12_Cycling	NA
090	14mos	CD70-/-;Bcl6tg/+	17_Cycling	NA
087	14mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	1.45809476531046
087	14mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	0.895332665968091
087	14mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	1.61203926556964
087	14mos	CD70-/-;Bcl6tg/+	2_Th1/EM	2.87821830667085
087	14mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	2.30258509299405
087	14mos	CD70-/-;Bcl6tg/+	0_Naïve	3.2188758248682
087	14mos	CD70-/-;Bcl6tg/+	8_Other	1.32966134885476
087	14mos	CD70-/-;Bcl6tg/+	4b_Naïve	NA
087	14mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	2.27186851269656
087	14mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	NA
087	14mos	CD70-/-;Bcl6tg/+	7_Follicular Tregs	NA
087	14mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	NA
087	14mos	CD70-/-;Bcl6tg/+	9_NKT	2.07944154167984
087	14mos	CD70-/-;Bcl6tg/+	5_Tfh	1.94591014905531
087	14mos	CD70-/-;Bcl6tg/+	12_Cycling	1.38629436111989
087	14mos	CD70-/-;Bcl6tg/+	17_Cycling	NA
087	14mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	1.74786809746676
087	14mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	NA
100	14mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	2.914880643991
100	14mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	1.09861228866811
100	14mos	CD70-/-;Bcl6tg/+	9_NKT	1.38629436111989
100	14mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	2.33708182876098
100	14mos	CD70-/-;Bcl6tg/+	2_Th1/EM	3.40119738166216
100	14mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	1.35708011679881
100	14mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	1.09861228866811
100	14mos	CD70-/-;Bcl6tg/+	5_Tfh	2.30461938482067
100	14mos	CD70-/-;Bcl6tg/+	8_Other	1.09861228866811
100	14mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	2.04319187054512
100	14mos	CD70-/-;Bcl6tg/+	0_Naïve	3.3322045101752
100	14mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	1.83759170737142
100	14mos	CD70-/-;Bcl6tg/+	17_Cycling	1.56071040904141
100	14mos	CD70-/-;Bcl6tg/+	12_Cycling	1.94593477575611
100	14mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	1.47080847632211
100	14mos	CD70-/-;Bcl6tg/+	7_Follicular Tregs	0.562335144618808
100	14mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	1.15374194270109
100	14mos	CD70-/-;Bcl6tg/+	4b_Naïve	NA
106	14mos	CD70-/-;Bcl6tg/+	2_Th1/EM	3.89699817453712
106	14mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	3.09104245335832
106	14mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	4.41253336722656
106	14mos	CD70-/-;Bcl6tg/+	8_Other	1.79175946922805
106	14mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	3.98216366567861
106	14mos	CD70-/-;Bcl6tg/+	0_Naïve	3.83454322649981
106	14mos	CD70-/-;Bcl6tg/+	5_Tfh	3.2444926304073
106	14mos	CD70-/-;Bcl6tg/+	9_NKT	3.04452243772342
106	14mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	2.99573227355399
106	14mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	2.70805020110221
106	14mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	1.09861228866811
106	14mos	CD70-/-;Bcl6tg/+	17_Cycling	NA
106	14mos	CD70-/-;Bcl6tg/+	12_Cycling	NA
106	14mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	1.94591014905531
106	14mos	CD70-/-;Bcl6tg/+	7_Follicular Tregs	1.09861228866811
106	14mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	1.90615474653985
106	14mos	CD70-/-;Bcl6tg/+	4b_Naïve	NA
106	14mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	NA
220	14mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	2.98530907332619
220	14mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	1.38629436111989
220	14mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	1.09861228866811
220	14mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	NA
220	14mos	CD70-/-;Bcl6tg/+	17_Cycling	1.09861228866811
220	14mos	CD70-/-;Bcl6tg/+	8_Other	NA
220	14mos	CD70-/-;Bcl6tg/+	2_Th1/EM	1.79175946922805
220	14mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	1.09861228866811
220	14mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	1.38629436111989
220	14mos	CD70-/-;Bcl6tg/+	5_Tfh	1.38629436111989
220	14mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	1.03972077083992
220	14mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	1.09861228866811
220	14mos	CD70-/-;Bcl6tg/+	12_Cycling	1.09861228866811
220	14mos	CD70-/-;Bcl6tg/+	9_NKT	NA
220	14mos	CD70-/-;Bcl6tg/+	0_Naïve	1.09861228866811
220	14mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	NA
90b	14mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	NA
90b	14mos	CD70-/-;Bcl6tg/+	2_Th1/EM	2.75166661693152
90b	14mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	1.09861228866811
90b	14mos	CD70-/-;Bcl6tg/+	7_Follicular Tregs	0.537368801781397
90b	14mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	2.04319187054512
90b	14mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	3.91040603178482
90b	14mos	CD70-/-;Bcl6tg/+	5_Tfh	1.96617551714957
90b	14mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	1.6094379124341
90b	14mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	2.27186851269656
90b	14mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	2.16395565688206
90b	14mos	CD70-/-;Bcl6tg/+	8_Other	NA
90b	14mos	CD70-/-;Bcl6tg/+	0_Naïve	NA
90b	14mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	1.09861228866811
90b	14mos	CD70-/-;Bcl6tg/+	12_Cycling	2.04319187054512
90b	14mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	1.38629436111989
90b	14mos	CD70-/-;Bcl6tg/+	17_Cycling	1.09861228866811
90b	14mos	CD70-/-;Bcl6tg/+	9_NKT	NA
90b	14mos	CD70-/-;Bcl6tg/+	4b_Naïve	NA
207	18mos	WT	7_Follicular Tregs	2.45831132968308
207	18mos	WT	5_Tfh	3.09104245335832
207	18mos	WT	6_Activated CTLs	NA
207	18mos	WT	11_Cycling Tregs	1.09861228866811
207	18mos	WT	3_Effector Tregs	2.30258509299405
207	18mos	WT	15_IFN-stimulated	1.09861228866811
207	18mos	WT	1_Exhausted CTLs	2.04319187054512
207	18mos	WT	2_Th1/EM	2.54003630382098
207	18mos	WT	10_Effector Tregs	1.09861228866811
207	18mos	WT	4b_Naïve	NA
207	18mos	WT	8_Other	NA
207	18mos	WT	9_NKT	1.6094379124341
207	18mos	WT	0_Naïve	2.30258509299405
207	18mos	WT	4a_Exhausted CTLs	NA
207	18mos	WT	24_Cycling Tregs	1.09861228866811
207	18mos	WT	13_Early activated CTLs	1.38629436111989
207	18mos	WT	17_Cycling	NA
207	18mos	WT	12_Cycling	1.09861228866811
217	18mos	WT	9_NKT	1.09861228866811
217	18mos	WT	5_Tfh	1.56071040904141
217	18mos	WT	1_Exhausted CTLs	NA
217	18mos	WT	0_Naïve	2.07944154167984
217	18mos	WT	10_Effector Tregs	NA
217	18mos	WT	2_Th1/EM	1.09861228866811
217	18mos	WT	8_Other	NA
217	18mos	WT	3_Effector Tregs	1.09861228866811
217	18mos	WT	13_Early activated CTLs	NA
217	18mos	WT	4a_Exhausted CTLs	NA
217	18mos	WT	7_Follicular Tregs	NA
217	18mos	WT	6_Activated CTLs	NA
217	18mos	WT	24_Cycling Tregs	NA
217	18mos	WT	15_IFN-stimulated	NA
217	18mos	WT	17_Cycling	NA
217	18mos	WT	4b_Naïve	NA
217	18mos	WT	11_Cycling Tregs	NA
219	18mos	WT	10_Effector Tregs	1.38629436111989
219	18mos	WT	0_Naïve	2.89037175789616
219	18mos	WT	8_Other	NA
219	18mos	WT	2_Th1/EM	2.99573227355399
219	18mos	WT	1_Exhausted CTLs	2.07944154167984
219	18mos	WT	13_Early activated CTLs	1.79175946922805
219	18mos	WT	5_Tfh	2.87147611805487
219	18mos	WT	11_Cycling Tregs	NA
219	18mos	WT	24_Cycling Tregs	NA
219	18mos	WT	9_NKT	NA
219	18mos	WT	3_Effector Tregs	1.94591014905531
219	18mos	WT	7_Follicular Tregs	NA
219	18mos	WT	4a_Exhausted CTLs	NA
219	18mos	WT	6_Activated CTLs	1.6094379124341
219	18mos	WT	15_IFN-stimulated	NA
219	18mos	WT	4b_Naïve	NA
219	18mos	WT	17_Cycling	NA
055	18mos	WT	0_Naïve	4.64439089914137
055	18mos	WT	5_Tfh	2.70805020110221
055	18mos	WT	3_Effector Tregs	2.30258509299405
055	18mos	WT	10_Effector Tregs	1.94591014905531
055	18mos	WT	2_Th1/EM	2.77258872223978
055	18mos	WT	9_NKT	2.30258509299405
055	18mos	WT	13_Early activated CTLs	1.94591014905531
055	18mos	WT	8_Other	NA
055	18mos	WT	4b_Naïve	2.07944154167984
055	18mos	WT	1_Exhausted CTLs	1.6094379124341
055	18mos	WT	6_Activated CTLs	NA
055	18mos	WT	17_Cycling	NA
055	18mos	WT	11_Cycling Tregs	1.6094379124341
055	18mos	WT	7_Follicular Tregs	1.79175946922805
055	18mos	WT	4a_Exhausted CTLs	NA
055	18mos	WT	15_IFN-stimulated	NA
055	18mos	WT	24_Cycling Tregs	NA
050	18mos	WT	1_Exhausted CTLs	2.19722457733622
