new_annotation	entropy_median
0_Naïve	3.35498756962483
1_CM/EM	3.02012735563871
2_Exhausted CTLs	2.19028337025602
3_Activated CTLs	2.00238031248144
4_Naïve	2.30258509299405
5_Other	1.38629436111989
6_CM/EM	2.07944154167984
7_CM/EM	1.6094379124341
8_Precursor exhausted CTLs	1.73286795139986
9_Non-exhausted effectors	1.33217904021012
11_Cycling	1.58507416073775
13_Early exhausted CTLs	1.38629436111989
16_Terminally exhausted CTLs	1.35923670066501
