sample_id	age	genotype	new_annotation	richness
100	14mos	CD70-/-;Bcl6tg/+	11_Cycling	5
100	14mos	CD70-/-;Bcl6tg/+	9_Non-exhausted effectors	1
100	14mos	CD70-/-;Bcl6tg/+	3_Activated CTLs	9
100	14mos	CD70-/-;Bcl6tg/+	7_CM/EM	NA
100	14mos	CD70-/-;Bcl6tg/+	4_Naïve	NA
100	14mos	CD70-/-;Bcl6tg/+	0_Naïve	NA
106	14mos	CD70-/-;Bcl6tg/+	8_Precursor exhausted CTLs	5
106	14mos	CD70-/-;Bcl6tg/+	3_Activated CTLs	8
106	14mos	CD70-/-;Bcl6tg/+	16_Terminally exhausted CTLs	4
106	14mos	CD70-/-;Bcl6tg/+	9_Non-exhausted effectors	4
106	14mos	CD70-/-;Bcl6tg/+	2_Exhausted CTLs	15
106	14mos	CD70-/-;Bcl6tg/+	0_Naïve	NA
106	14mos	CD70-/-;Bcl6tg/+	1_CM/EM	6
106	14mos	CD70-/-;Bcl6tg/+	11_Cycling	NA
106	14mos	CD70-/-;Bcl6tg/+	5_Other	NA
106	14mos	CD70-/-;Bcl6tg/+	6_CM/EM	NA
106	14mos	CD70-/-;Bcl6tg/+	13_Early exhausted CTLs	NA
220	14mos	CD70-/-;Bcl6tg/+	1_CM/EM	23
220	14mos	CD70-/-;Bcl6tg/+	16_Terminally exhausted CTLs	5
220	14mos	CD70-/-;Bcl6tg/+	8_Precursor exhausted CTLs	5
220	14mos	CD70-/-;Bcl6tg/+	2_Exhausted CTLs	26
220	14mos	CD70-/-;Bcl6tg/+	3_Activated CTLs	19
220	14mos	CD70-/-;Bcl6tg/+	9_Non-exhausted effectors	NA
220	14mos	CD70-/-;Bcl6tg/+	13_Early exhausted CTLs	9
220	14mos	CD70-/-;Bcl6tg/+	5_Other	2
220	14mos	CD70-/-;Bcl6tg/+	0_Naïve	5
220	14mos	CD70-/-;Bcl6tg/+	11_Cycling	6
220	14mos	CD70-/-;Bcl6tg/+	7_CM/EM	NA
220	14mos	CD70-/-;Bcl6tg/+	4_Naïve	NA
220	14mos	CD70-/-;Bcl6tg/+	6_CM/EM	NA
90b	14mos	CD70-/-;Bcl6tg/+	0_Naïve	7
90b	14mos	CD70-/-;Bcl6tg/+	2_Exhausted CTLs	14
90b	14mos	CD70-/-;Bcl6tg/+	9_Non-exhausted effectors	NA
90b	14mos	CD70-/-;Bcl6tg/+	5_Other	NA
90b	14mos	CD70-/-;Bcl6tg/+	11_Cycling	9
90b	14mos	CD70-/-;Bcl6tg/+	8_Precursor exhausted CTLs	3
90b	14mos	CD70-/-;Bcl6tg/+	1_CM/EM	2
90b	14mos	CD70-/-;Bcl6tg/+	16_Terminally exhausted CTLs	NA
90b	14mos	CD70-/-;Bcl6tg/+	3_Activated CTLs	11
90b	14mos	CD70-/-;Bcl6tg/+	13_Early exhausted CTLs	NA
90b	14mos	CD70-/-;Bcl6tg/+	7_CM/EM	NA
90b	14mos	CD70-/-;Bcl6tg/+	4_Naïve	NA
90b	14mos	CD70-/-;Bcl6tg/+	6_CM/EM	NA
207	18mos	WT	3_Activated CTLs	11
207	18mos	WT	5_Other	6
207	18mos	WT	4_Naïve	NA
207	18mos	WT	0_Naïve	NA
207	18mos	WT	6_CM/EM	2
207	18mos	WT	13_Early exhausted CTLs	3
207	18mos	WT	8_Precursor exhausted CTLs	6
207	18mos	WT	7_CM/EM	3
207	18mos	WT	1_CM/EM	7
207	18mos	WT	9_Non-exhausted effectors	NA
207	18mos	WT	2_Exhausted CTLs	7
207	18mos	WT	11_Cycling	NA
217	18mos	WT	1_CM/EM	22
217	18mos	WT	0_Naïve	5
217	18mos	WT	2_Exhausted CTLs	NA
217	18mos	WT	6_CM/EM	6
217	18mos	WT	4_Naïve	NA
217	18mos	WT	7_CM/EM	4
217	18mos	WT	13_Early exhausted CTLs	NA
217	18mos	WT	3_Activated CTLs	NA
217	18mos	WT	8_Precursor exhausted CTLs	NA
217	18mos	WT	5_Other	NA
217	18mos	WT	9_Non-exhausted effectors	NA
217	18mos	WT	11_Cycling	NA
219	18mos	WT	5_Other	3
219	18mos	WT	0_Naïve	22
219	18mos	WT	16_Terminally exhausted CTLs	NA
219	18mos	WT	4_Naïve	4
219	18mos	WT	8_Precursor exhausted CTLs	7
219	18mos	WT	1_CM/EM	29
219	18mos	WT	2_Exhausted CTLs	8
219	18mos	WT	6_CM/EM	8
219	18mos	WT	9_Non-exhausted effectors	NA
219	18mos	WT	11_Cycling	NA
219	18mos	WT	3_Activated CTLs	9
219	18mos	WT	7_CM/EM	3
219	18mos	WT	13_Early exhausted CTLs	NA
055	18mos	WT	6_CM/EM	25
055	18mos	WT	1_CM/EM	56
055	18mos	WT	11_Cycling	NA
055	18mos	WT	7_CM/EM	10
055	18mos	WT	0_Naïve	56
055	18mos	WT	4_Naïve	8
055	18mos	WT	8_Precursor exhausted CTLs	NA
055	18mos	WT	2_Exhausted CTLs	NA
055	18mos	WT	13_Early exhausted CTLs	5
055	18mos	WT	3_Activated CTLs	5
055	18mos	WT	5_Other	NA
055	18mos	WT	9_Non-exhausted effectors	3
050	18mos	WT	8_Precursor exhausted CTLs	4
050	18mos	WT	0_Naïve	17
050	18mos	WT	5_Other	5
050	18mos	WT	9_Non-exhausted effectors	NA
050	18mos	WT	4_Naïve	7
050	18mos	WT	1_CM/EM	15
050	18mos	WT	7_CM/EM	5
050	18mos	WT	11_Cycling	3
050	18mos	WT	2_Exhausted CTLs	2
050	18mos	WT	6_CM/EM	14
050	18mos	WT	13_Early exhausted CTLs	NA
050	18mos	WT	3_Activated CTLs	4
050	18mos	WT	16_Terminally exhausted CTLs	NA
189	18mos	WT	4_Naïve	5
189	18mos	WT	0_Naïve	12
189	18mos	WT	6_CM/EM	NA
189	18mos	WT	1_CM/EM	9
189	18mos	WT	3_Activated CTLs	8
189	18mos	WT	8_Precursor exhausted CTLs	6
189	18mos	WT	2_Exhausted CTLs	6
189	18mos	WT	7_CM/EM	NA
189	18mos	WT	9_Non-exhausted effectors	4
189	18mos	WT	5_Other	NA
189	18mos	WT	13_Early exhausted CTLs	NA
011	18mos	CD70-/-	2_Exhausted CTLs	9
011	18mos	CD70-/-	3_Activated CTLs	5
011	18mos	CD70-/-	0_Naïve	6
011	18mos	CD70-/-	1_CM/EM	4
011	18mos	CD70-/-	9_Non-exhausted effectors	4
011	18mos	CD70-/-	11_Cycling	4
011	18mos	CD70-/-	8_Precursor exhausted CTLs	NA
011	18mos	CD70-/-	7_CM/EM	1
011	18mos	CD70-/-	6_CM/EM	2
011	18mos	CD70-/-	5_Other	NA
011	18mos	CD70-/-	4_Naïve	NA
011	18mos	CD70-/-	13_Early exhausted CTLs	NA
011	18mos	CD70-/-	16_Terminally exhausted CTLs	NA
152	18mos	CD70-/-	9_Non-exhausted effectors	NA
152	18mos	CD70-/-	7_CM/EM	4
152	18mos	CD70-/-	0_Naïve	20
152	18mos	CD70-/-	1_CM/EM	27
152	18mos	CD70-/-	6_CM/EM	6
152	18mos	CD70-/-	8_Precursor exhausted CTLs	5
152	18mos	CD70-/-	3_Activated CTLs	9
152	18mos	CD70-/-	4_Naïve	NA
152	18mos	CD70-/-	2_Exhausted CTLs	NA
152	18mos	CD70-/-	5_Other	NA
152	18mos	CD70-/-	13_Early exhausted CTLs	NA
292	18mos	CD70-/-	1_CM/EM	28
292	18mos	CD70-/-	0_Naïve	34
292	18mos	CD70-/-	4_Naïve	6
292	18mos	CD70-/-	8_Precursor exhausted CTLs	8
292	18mos	CD70-/-	9_Non-exhausted effectors	7
292	18mos	CD70-/-	3_Activated CTLs	6
292	18mos	CD70-/-	11_Cycling	NA
292	18mos	CD70-/-	6_CM/EM	7
292	18mos	CD70-/-	7_CM/EM	5
292	18mos	CD70-/-	5_Other	NA
292	18mos	CD70-/-	13_Early exhausted CTLs	3
292	18mos	CD70-/-	2_Exhausted CTLs	10
225	18mos	CD70-/-	0_Naïve	4
225	18mos	CD70-/-	9_Non-exhausted effectors	4
225	18mos	CD70-/-	1_CM/EM	12
225	18mos	CD70-/-	8_Precursor exhausted CTLs	6
225	18mos	CD70-/-	7_CM/EM	3
225	18mos	CD70-/-	13_Early exhausted CTLs	NA
225	18mos	CD70-/-	5_Other	NA
225	18mos	CD70-/-	2_Exhausted CTLs	6
225	18mos	CD70-/-	6_CM/EM	6
225	18mos	CD70-/-	4_Naïve	3
225	18mos	CD70-/-	3_Activated CTLs	3
225	18mos	CD70-/-	11_Cycling	NA
002	18mos	CD70-/-	5_Other	3
002	18mos	CD70-/-	1_CM/EM	19
002	18mos	CD70-/-	9_Non-exhausted effectors	5
002	18mos	CD70-/-	7_CM/EM	5
002	18mos	CD70-/-	2_Exhausted CTLs	7
002	18mos	CD70-/-	8_Precursor exhausted CTLs	8
002	18mos	CD70-/-	0_Naïve	5
002	18mos	CD70-/-	6_CM/EM	6
002	18mos	CD70-/-	4_Naïve	3
002	18mos	CD70-/-	3_Activated CTLs	12
002	18mos	CD70-/-	13_Early exhausted CTLs	NA
002	18mos	CD70-/-	11_Cycling	NA
186	18mos	CD70-/-	4_Naïve	NA
186	18mos	CD70-/-	2_Exhausted CTLs	11
186	18mos	CD70-/-	3_Activated CTLs	4
186	18mos	CD70-/-	8_Precursor exhausted CTLs	NA
186	18mos	CD70-/-	0_Naïve	NA
186	18mos	CD70-/-	5_Other	NA
186	18mos	CD70-/-	1_CM/EM	4
186	18mos	CD70-/-	9_Non-exhausted effectors	7
186	18mos	CD70-/-	6_CM/EM	NA
186	18mos	CD70-/-	16_Terminally exhausted CTLs	2
186	18mos	CD70-/-	11_Cycling	5
186	18mos	CD70-/-	13_Early exhausted CTLs	NA
186	18mos	CD70-/-	7_CM/EM	NA
030	18mos	Bcl6tg/+	1_CM/EM	5
030	18mos	Bcl6tg/+	0_Naïve	4
030	18mos	Bcl6tg/+	3_Activated CTLs	NA
030	18mos	Bcl6tg/+	5_Other	2
030	18mos	Bcl6tg/+	8_Precursor exhausted CTLs	4
030	18mos	Bcl6tg/+	4_Naïve	NA
030	18mos	Bcl6tg/+	16_Terminally exhausted CTLs	NA
030	18mos	Bcl6tg/+	6_CM/EM	3
030	18mos	Bcl6tg/+	9_Non-exhausted effectors	NA
030	18mos	Bcl6tg/+	2_Exhausted CTLs	6
030	18mos	Bcl6tg/+	13_Early exhausted CTLs	NA
030	18mos	Bcl6tg/+	7_CM/EM	NA
030	18mos	Bcl6tg/+	11_Cycling	NA
037	18mos	Bcl6tg/+	6_CM/EM	NA
037	18mos	Bcl6tg/+	5_Other	4
037	18mos	Bcl6tg/+	2_Exhausted CTLs	20
037	18mos	Bcl6tg/+	9_Non-exhausted effectors	NA
037	18mos	Bcl6tg/+	16_Terminally exhausted CTLs	8
037	18mos	Bcl6tg/+	3_Activated CTLs	13
037	18mos	Bcl6tg/+	8_Precursor exhausted CTLs	5
037	18mos	Bcl6tg/+	13_Early exhausted CTLs	5
037	18mos	Bcl6tg/+	11_Cycling	11
037	18mos	Bcl6tg/+	7_CM/EM	NA
037	18mos	Bcl6tg/+	0_Naïve	NA
037	18mos	Bcl6tg/+	1_CM/EM	NA
037	18mos	Bcl6tg/+	4_Naïve	NA
201	18mos	Bcl6tg/+	1_CM/EM	31
201	18mos	Bcl6tg/+	4_Naïve	NA
201	18mos	Bcl6tg/+	6_CM/EM	7
201	18mos	Bcl6tg/+	7_CM/EM	6
201	18mos	Bcl6tg/+	3_Activated CTLs	3
201	18mos	Bcl6tg/+	2_Exhausted CTLs	6
201	18mos	Bcl6tg/+	9_Non-exhausted effectors	5
201	18mos	Bcl6tg/+	0_Naïve	15
201	18mos	Bcl6tg/+	8_Precursor exhausted CTLs	5
201	18mos	Bcl6tg/+	5_Other	NA
201	18mos	Bcl6tg/+	13_Early exhausted CTLs	NA
201	18mos	Bcl6tg/+	11_Cycling	NA
199	18mos	Bcl6tg/+	6_CM/EM	6
199	18mos	Bcl6tg/+	7_CM/EM	11
199	18mos	Bcl6tg/+	0_Naïve	13
199	18mos	Bcl6tg/+	2_Exhausted CTLs	27
199	18mos	Bcl6tg/+	9_Non-exhausted effectors	5
199	18mos	Bcl6tg/+	1_CM/EM	17
199	18mos	Bcl6tg/+	3_Activated CTLs	14
199	18mos	Bcl6tg/+	8_Precursor exhausted CTLs	10
199	18mos	Bcl6tg/+	13_Early exhausted CTLs	4
199	18mos	Bcl6tg/+	4_Naïve	3
199	18mos	Bcl6tg/+	11_Cycling	5
199	18mos	Bcl6tg/+	5_Other	5
199	18mos	Bcl6tg/+	16_Terminally exhausted CTLs	4
211b	18mos	Bcl6tg/+	2_Exhausted CTLs	6
211b	18mos	Bcl6tg/+	5_Other	4
211b	18mos	Bcl6tg/+	8_Precursor exhausted CTLs	6
211b	18mos	Bcl6tg/+	0_Naïve	4
211b	18mos	Bcl6tg/+	9_Non-exhausted effectors	NA
211b	18mos	Bcl6tg/+	3_Activated CTLs	4
211b	18mos	Bcl6tg/+	16_Terminally exhausted CTLs	NA
211b	18mos	Bcl6tg/+	4_Naïve	3
211b	18mos	Bcl6tg/+	13_Early exhausted CTLs	NA
211b	18mos	Bcl6tg/+	1_CM/EM	NA
211b	18mos	Bcl6tg/+	6_CM/EM	NA
211b	18mos	Bcl6tg/+	7_CM/EM	NA
262b	18mos	Bcl6tg/+	8_Precursor exhausted CTLs	13
262b	18mos	Bcl6tg/+	1_CM/EM	35
262b	18mos	Bcl6tg/+	4_Naïve	4
262b	18mos	Bcl6tg/+	2_Exhausted CTLs	57
262b	18mos	Bcl6tg/+	0_Naïve	12
262b	18mos	Bcl6tg/+	16_Terminally exhausted CTLs	9
262b	18mos	Bcl6tg/+	3_Activated CTLs	27
262b	18mos	Bcl6tg/+	7_CM/EM	7
262b	18mos	Bcl6tg/+	6_CM/EM	18
262b	18mos	Bcl6tg/+	5_Other	3
262b	18mos	Bcl6tg/+	9_Non-exhausted effectors	3
262b	18mos	Bcl6tg/+	11_Cycling	7
262b	18mos	Bcl6tg/+	13_Early exhausted CTLs	6
004	18mos	CD70-/-;Bcl6tg/+	7_CM/EM	4
004	18mos	CD70-/-;Bcl6tg/+	5_Other	NA
004	18mos	CD70-/-;Bcl6tg/+	1_CM/EM	16
004	18mos	CD70-/-;Bcl6tg/+	16_Terminally exhausted CTLs	3
004	18mos	CD70-/-;Bcl6tg/+	4_Naïve	NA
004	18mos	CD70-/-;Bcl6tg/+	0_Naïve	5
004	18mos	CD70-/-;Bcl6tg/+	2_Exhausted CTLs	19
004	18mos	CD70-/-;Bcl6tg/+	8_Precursor exhausted CTLs	3
004	18mos	CD70-/-;Bcl6tg/+	3_Activated CTLs	7
004	18mos	CD70-/-;Bcl6tg/+	6_CM/EM	NA
004	18mos	CD70-/-;Bcl6tg/+	9_Non-exhausted effectors	3
004	18mos	CD70-/-;Bcl6tg/+	13_Early exhausted CTLs	2
004	18mos	CD70-/-;Bcl6tg/+	11_Cycling	NA
084	18mos	CD70-/-;Bcl6tg/+	1_CM/EM	35
084	18mos	CD70-/-;Bcl6tg/+	6_CM/EM	14
084	18mos	CD70-/-;Bcl6tg/+	7_CM/EM	6
084	18mos	CD70-/-;Bcl6tg/+	0_Naïve	23
084	18mos	CD70-/-;Bcl6tg/+	5_Other	6
084	18mos	CD70-/-;Bcl6tg/+	2_Exhausted CTLs	13
084	18mos	CD70-/-;Bcl6tg/+	3_Activated CTLs	6
084	18mos	CD70-/-;Bcl6tg/+	8_Precursor exhausted CTLs	10
084	18mos	CD70-/-;Bcl6tg/+	4_Naïve	6
084	18mos	CD70-/-;Bcl6tg/+	11_Cycling	6
084	18mos	CD70-/-;Bcl6tg/+	9_Non-exhausted effectors	8
084	18mos	CD70-/-;Bcl6tg/+	13_Early exhausted CTLs	3
084	18mos	CD70-/-;Bcl6tg/+	16_Terminally exhausted CTLs	2
059	18mos	CD70-/-;Bcl6tg/+	3_Activated CTLs	15
059	18mos	CD70-/-;Bcl6tg/+	8_Precursor exhausted CTLs	8
059	18mos	CD70-/-;Bcl6tg/+	2_Exhausted CTLs	14
059	18mos	CD70-/-;Bcl6tg/+	9_Non-exhausted effectors	NA
059	18mos	CD70-/-;Bcl6tg/+	6_CM/EM	3
059	18mos	CD70-/-;Bcl6tg/+	1_CM/EM	9
059	18mos	CD70-/-;Bcl6tg/+	7_CM/EM	2
059	18mos	CD70-/-;Bcl6tg/+	5_Other	5
059	18mos	CD70-/-;Bcl6tg/+	13_Early exhausted CTLs	4
059	18mos	CD70-/-;Bcl6tg/+	16_Terminally exhausted CTLs	NA
059	18mos	CD70-/-;Bcl6tg/+	11_Cycling	4
059	18mos	CD70-/-;Bcl6tg/+	4_Naïve	NA
086	18mos	CD70-/-;Bcl6tg/+	6_CM/EM	10
086	18mos	CD70-/-;Bcl6tg/+	1_CM/EM	24
086	18mos	CD70-/-;Bcl6tg/+	3_Activated CTLs	4
086	18mos	CD70-/-;Bcl6tg/+	8_Precursor exhausted CTLs	NA
086	18mos	CD70-/-;Bcl6tg/+	0_Naïve	15
086	18mos	CD70-/-;Bcl6tg/+	7_CM/EM	8
086	18mos	CD70-/-;Bcl6tg/+	4_Naïve	5
086	18mos	CD70-/-;Bcl6tg/+	5_Other	3
086	18mos	CD70-/-;Bcl6tg/+	13_Early exhausted CTLs	NA
086	18mos	CD70-/-;Bcl6tg/+	2_Exhausted CTLs	3
086	18mos	CD70-/-;Bcl6tg/+	9_Non-exhausted effectors	NA
086	18mos	CD70-/-;Bcl6tg/+	11_Cycling	NA
056	18mos	CD70-/-;Bcl6tg/+	6_CM/EM	5
056	18mos	CD70-/-;Bcl6tg/+	7_CM/EM	4
056	18mos	CD70-/-;Bcl6tg/+	1_CM/EM	34
056	18mos	CD70-/-;Bcl6tg/+	4_Naïve	NA
056	18mos	CD70-/-;Bcl6tg/+	5_Other	NA
056	18mos	CD70-/-;Bcl6tg/+	13_Early exhausted CTLs	NA
056	18mos	CD70-/-;Bcl6tg/+	0_Naïve	3
056	18mos	CD70-/-;Bcl6tg/+	8_Precursor exhausted CTLs	NA
056	18mos	CD70-/-;Bcl6tg/+	3_Activated CTLs	NA
056	18mos	CD70-/-;Bcl6tg/+	9_Non-exhausted effectors	NA
056	18mos	CD70-/-;Bcl6tg/+	11_Cycling	NA
056	18mos	CD70-/-;Bcl6tg/+	2_Exhausted CTLs	NA
058	18mos	CD70-/-;Bcl6tg/+	9_Non-exhausted effectors	5
058	18mos	CD70-/-;Bcl6tg/+	1_CM/EM	11
058	18mos	CD70-/-;Bcl6tg/+	2_Exhausted CTLs	13
058	18mos	CD70-/-;Bcl6tg/+	3_Activated CTLs	13
058	18mos	CD70-/-;Bcl6tg/+	5_Other	7
058	18mos	CD70-/-;Bcl6tg/+	7_CM/EM	3
058	18mos	CD70-/-;Bcl6tg/+	6_CM/EM	4
058	18mos	CD70-/-;Bcl6tg/+	8_Precursor exhausted CTLs	9
058	18mos	CD70-/-;Bcl6tg/+	4_Naïve	NA
058	18mos	CD70-/-;Bcl6tg/+	11_Cycling	2
058	18mos	CD70-/-;Bcl6tg/+	0_Naïve	NA
058	18mos	CD70-/-;Bcl6tg/+	13_Early exhausted CTLs	NA
012	sick	CD70-/-	0_Naïve	93
012	sick	CD70-/-	1_CM/EM	99
012	sick	CD70-/-	7_CM/EM	16
012	sick	CD70-/-	9_Non-exhausted effectors	3
012	sick	CD70-/-	4_Naïve	23
012	sick	CD70-/-	6_CM/EM	26
012	sick	CD70-/-	5_Other	5
012	sick	CD70-/-	8_Precursor exhausted CTLs	3
012	sick	CD70-/-	13_Early exhausted CTLs	NA
012	sick	CD70-/-	11_Cycling	3
012	sick	CD70-/-	3_Activated CTLs	NA
012	sick	CD70-/-	2_Exhausted CTLs	NA
288	sick	CD70-/-	2_Exhausted CTLs	9
288	sick	CD70-/-	3_Activated CTLs	9
288	sick	CD70-/-	1_CM/EM	NA
288	sick	CD70-/-	13_Early exhausted CTLs	4
288	sick	CD70-/-	9_Non-exhausted effectors	NA
288	sick	CD70-/-	4_Naïve	NA
288	sick	CD70-/-	5_Other	NA
288	sick	CD70-/-	11_Cycling	5
288	sick	CD70-/-	0_Naïve	NA
288	sick	CD70-/-	8_Precursor exhausted CTLs	NA
288	sick	CD70-/-	16_Terminally exhausted CTLs	NA
177	sick	Bcl6tg/+	5_Other	8
177	sick	Bcl6tg/+	2_Exhausted CTLs	40
177	sick	Bcl6tg/+	16_Terminally exhausted CTLs	15
177	sick	Bcl6tg/+	3_Activated CTLs	16
177	sick	Bcl6tg/+	13_Early exhausted CTLs	6
177	sick	Bcl6tg/+	8_Precursor exhausted CTLs	NA
177	sick	Bcl6tg/+	4_Naïve	NA
177	sick	Bcl6tg/+	11_Cycling	14
177	sick	Bcl6tg/+	6_CM/EM	4
177	sick	Bcl6tg/+	0_Naïve	NA
177	sick	Bcl6tg/+	1_CM/EM	NA
177	sick	Bcl6tg/+	9_Non-exhausted effectors	3
177	sick	Bcl6tg/+	7_CM/EM	NA
195	sick	Bcl6tg/+	11_Cycling	12
195	sick	Bcl6tg/+	5_Other	NA
195	sick	Bcl6tg/+	1_CM/EM	NA
195	sick	Bcl6tg/+	2_Exhausted CTLs	15
195	sick	Bcl6tg/+	3_Activated CTLs	12
195	sick	Bcl6tg/+	13_Early exhausted CTLs	5
195	sick	Bcl6tg/+	4_Naïve	NA
195	sick	Bcl6tg/+	16_Terminally exhausted CTLs	7
195	sick	Bcl6tg/+	9_Non-exhausted effectors	NA
195	sick	Bcl6tg/+	7_CM/EM	NA
195	sick	Bcl6tg/+	8_Precursor exhausted CTLs	5
195	sick	Bcl6tg/+	6_CM/EM	NA
026	sick	CD70-/-;Bcl6tg/+	2_Exhausted CTLs	NA
026	sick	CD70-/-;Bcl6tg/+	11_Cycling	4
026	sick	CD70-/-;Bcl6tg/+	13_Early exhausted CTLs	2
026	sick	CD70-/-;Bcl6tg/+	0_Naïve	1
026	sick	CD70-/-;Bcl6tg/+	7_CM/EM	NA
026	sick	CD70-/-;Bcl6tg/+	8_Precursor exhausted CTLs	NA
026	sick	CD70-/-;Bcl6tg/+	16_Terminally exhausted CTLs	2
026	sick	CD70-/-;Bcl6tg/+	3_Activated CTLs	NA
026	sick	CD70-/-;Bcl6tg/+	5_Other	NA
026	sick	CD70-/-;Bcl6tg/+	4_Naïve	NA
179	sick	CD70-/-;Bcl6tg/+	1_CM/EM	NA
179	sick	CD70-/-;Bcl6tg/+	3_Activated CTLs	NA
179	sick	CD70-/-;Bcl6tg/+	16_Terminally exhausted CTLs	NA
179	sick	CD70-/-;Bcl6tg/+	2_Exhausted CTLs	4
179	sick	CD70-/-;Bcl6tg/+	11_Cycling	NA
179	sick	CD70-/-;Bcl6tg/+	9_Non-exhausted effectors	NA
179	sick	CD70-/-;Bcl6tg/+	13_Early exhausted CTLs	NA
179	sick	CD70-/-;Bcl6tg/+	5_Other	NA
179	sick	CD70-/-;Bcl6tg/+	7_CM/EM	NA
179	sick	CD70-/-;Bcl6tg/+	8_Precursor exhausted CTLs	NA
121	sick	CD70-/-;Bcl6tg/+	11_Cycling	28
121	sick	CD70-/-;Bcl6tg/+	2_Exhausted CTLs	30
121	sick	CD70-/-;Bcl6tg/+	3_Activated CTLs	19
121	sick	CD70-/-;Bcl6tg/+	5_Other	NA
121	sick	CD70-/-;Bcl6tg/+	8_Precursor exhausted CTLs	4
121	sick	CD70-/-;Bcl6tg/+	13_Early exhausted CTLs	13
121	sick	CD70-/-;Bcl6tg/+	9_Non-exhausted effectors	NA
121	sick	CD70-/-;Bcl6tg/+	6_CM/EM	NA
121	sick	CD70-/-;Bcl6tg/+	16_Terminally exhausted CTLs	6
121	sick	CD70-/-;Bcl6tg/+	1_CM/EM	NA
121	sick	CD70-/-;Bcl6tg/+	4_Naïve	NA
121	sick	CD70-/-;Bcl6tg/+	7_CM/EM	NA
121	sick	CD70-/-;Bcl6tg/+	0_Naïve	NA
062	sick	CD70-/-;Bcl6tg/+	3_Activated CTLs	9
062	sick	CD70-/-;Bcl6tg/+	16_Terminally exhausted CTLs	8
062	sick	CD70-/-;Bcl6tg/+	13_Early exhausted CTLs	8
062	sick	CD70-/-;Bcl6tg/+	11_Cycling	10
062	sick	CD70-/-;Bcl6tg/+	2_Exhausted CTLs	22
062	sick	CD70-/-;Bcl6tg/+	5_Other	3
062	sick	CD70-/-;Bcl6tg/+	4_Naïve	NA
062	sick	CD70-/-;Bcl6tg/+	8_Precursor exhausted CTLs	3
062	sick	CD70-/-;Bcl6tg/+	7_CM/EM	NA
062	sick	CD70-/-;Bcl6tg/+	9_Non-exhausted effectors	NA
062	sick	CD70-/-;Bcl6tg/+	6_CM/EM	NA
062	sick	CD70-/-;Bcl6tg/+	1_CM/EM	NA
191	18mos	Bcl6tg/+	2_Exhausted CTLs	13
191	18mos	Bcl6tg/+	11_Cycling	10
191	18mos	Bcl6tg/+	7_CM/EM	1
191	18mos	Bcl6tg/+	16_Terminally exhausted CTLs	4
191	18mos	Bcl6tg/+	1_CM/EM	1
191	18mos	Bcl6tg/+	5_Other	4
191	18mos	Bcl6tg/+	3_Activated CTLs	11
191	18mos	Bcl6tg/+	4_Naïve	NA
191	18mos	Bcl6tg/+	13_Early exhausted CTLs	NA
191	18mos	Bcl6tg/+	9_Non-exhausted effectors	NA
191	18mos	Bcl6tg/+	0_Naïve	NA
191	18mos	Bcl6tg/+	8_Precursor exhausted CTLs	3
191	18mos	Bcl6tg/+	6_CM/EM	NA
254	18mos	Bcl6tg/+	7_CM/EM	5
254	18mos	Bcl6tg/+	16_Terminally exhausted CTLs	5
254	18mos	Bcl6tg/+	4_Naïve	4
254	18mos	Bcl6tg/+	9_Non-exhausted effectors	NA
254	18mos	Bcl6tg/+	1_CM/EM	7
254	18mos	Bcl6tg/+	2_Exhausted CTLs	9
254	18mos	Bcl6tg/+	11_Cycling	5
254	18mos	Bcl6tg/+	6_CM/EM	NA
254	18mos	Bcl6tg/+	3_Activated CTLs	8
254	18mos	Bcl6tg/+	8_Precursor exhausted CTLs	NA
254	18mos	Bcl6tg/+	0_Naïve	NA
254	18mos	Bcl6tg/+	5_Other	5
254	18mos	Bcl6tg/+	13_Early exhausted CTLs	NA
109	18mos	CD70-/-;Bcl6tg/+	3_Activated CTLs	7
109	18mos	CD70-/-;Bcl6tg/+	2_Exhausted CTLs	7
109	18mos	CD70-/-;Bcl6tg/+	13_Early exhausted CTLs	4
109	18mos	CD70-/-;Bcl6tg/+	4_Naïve	NA
109	18mos	CD70-/-;Bcl6tg/+	7_CM/EM	3
109	18mos	CD70-/-;Bcl6tg/+	5_Other	3
109	18mos	CD70-/-;Bcl6tg/+	16_Terminally exhausted CTLs	5
109	18mos	CD70-/-;Bcl6tg/+	9_Non-exhausted effectors	NA
109	18mos	CD70-/-;Bcl6tg/+	11_Cycling	5
109	18mos	CD70-/-;Bcl6tg/+	8_Precursor exhausted CTLs	NA
109	18mos	CD70-/-;Bcl6tg/+	1_CM/EM	NA
109	18mos	CD70-/-;Bcl6tg/+	6_CM/EM	NA
192	sick	Bcl6tg/+	1_CM/EM	NA
192	sick	Bcl6tg/+	3_Activated CTLs	NA
192	sick	Bcl6tg/+	16_Terminally exhausted CTLs	NA
192	sick	Bcl6tg/+	5_Other	NA
192	sick	Bcl6tg/+	13_Early exhausted CTLs	NA
192	sick	Bcl6tg/+	2_Exhausted CTLs	NA
192	sick	Bcl6tg/+	11_Cycling	NA
192	sick	Bcl6tg/+	7_CM/EM	NA
184	sick	Bcl6tg/+	2_Exhausted CTLs	16
184	sick	Bcl6tg/+	11_Cycling	5
184	sick	Bcl6tg/+	8_Precursor exhausted CTLs	NA
184	sick	Bcl6tg/+	16_Terminally exhausted CTLs	9
184	sick	Bcl6tg/+	3_Activated CTLs	13
