sample_id	age	genotype	new_annotation	clonality_trust4
010	6mos	WT	13_Early activated CTLs	-2.22044604925031e-16
010	6mos	WT	5_Tfh	-2.22044604925031e-16
010	6mos	WT	1_Exhausted CTLs	2.22044604925031e-16
010	6mos	WT	7_Follicular Tregs	2.22044604925031e-16
010	6mos	WT	6_Activated CTLs	NA
010	6mos	WT	12_Cycling	NA
010	6mos	WT	17_Cycling	NA
010	6mos	WT	8_Other	NA
010	6mos	WT	24_Cycling Tregs	NA
C	6mos	WT	0_Naïve	0
C	6mos	WT	2_Th1/EM	-2.22044604925031e-16
C	6mos	WT	9_NKT	0
C	6mos	WT	15_IFN-stimulated	0
C	6mos	WT	4b_Naïve	0
C	6mos	WT	10_Effector Tregs	-2.22044604925031e-16
C	6mos	WT	3_Effector Tregs	0
C	6mos	WT	11_Cycling Tregs	-2.22044604925031e-16
C	6mos	WT	5_Tfh	-2.22044604925031e-16
C	6mos	WT	12_Cycling	NA
C	6mos	WT	1_Exhausted CTLs	2.22044604925031e-16
C	6mos	WT	6_Activated CTLs	NA
C	6mos	WT	8_Other	NA
C	6mos	WT	13_Early activated CTLs	NA
C	6mos	WT	7_Follicular Tregs	-2.22044604925031e-16
D	6mos	WT	10_Effector Tregs	NA
D	6mos	WT	0_Naïve	0
D	6mos	WT	4b_Naïve	-2.22044604925031e-16
D	6mos	WT	8_Other	2.22044604925031e-16
D	6mos	WT	3_Effector Tregs	0
D	6mos	WT	15_IFN-stimulated	2.22044604925031e-16
D	6mos	WT	1_Exhausted CTLs	0.0238059169543932
D	6mos	WT	2_Th1/EM	0
D	6mos	WT	9_NKT	0
D	6mos	WT	11_Cycling Tregs	NA
D	6mos	WT	13_Early activated CTLs	2.22044604925031e-16
D	6mos	WT	6_Activated CTLs	2.22044604925031e-16
D	6mos	WT	5_Tfh	NA
D	6mos	WT	7_Follicular Tregs	0
D	6mos	WT	24_Cycling Tregs	NA
D	6mos	WT	4a_Exhausted CTLs	NA
262	6mos	WT	2_Th1/EM	1.11022302462516e-16
262	6mos	WT	15_IFN-stimulated	2.22044604925031e-16
262	6mos	WT	10_Effector Tregs	0
262	6mos	WT	5_Tfh	0
262	6mos	WT	1_Exhausted CTLs	0.0256997140495417
262	6mos	WT	0_Naïve	1.11022302462516e-16
262	6mos	WT	7_Follicular Tregs	0.150814677909381
262	6mos	WT	6_Activated CTLs	0
262	6mos	WT	4a_Exhausted CTLs	2.22044604925031e-16
262	6mos	WT	4b_Naïve	0
262	6mos	WT	9_NKT	0
262	6mos	WT	8_Other	2.22044604925031e-16
262	6mos	WT	3_Effector Tregs	0
262	6mos	WT	24_Cycling Tregs	-2.22044604925031e-16
262	6mos	WT	17_Cycling	NA
262	6mos	WT	13_Early activated CTLs	0.0204302354529391
262	6mos	WT	11_Cycling Tregs	0
262	6mos	WT	12_Cycling	2.22044604925031e-16
137	6mos	CD70-/-	1_Exhausted CTLs	0
137	6mos	CD70-/-	13_Early activated CTLs	0
137	6mos	CD70-/-	2_Th1/EM	0
137	6mos	CD70-/-	9_NKT	0
137	6mos	CD70-/-	5_Tfh	0
137	6mos	CD70-/-	10_Effector Tregs	0
137	6mos	CD70-/-	0_Naïve	0
137	6mos	CD70-/-	3_Effector Tregs	0
137	6mos	CD70-/-	4b_Naïve	NA
137	6mos	CD70-/-	7_Follicular Tregs	0.00971288324585562
137	6mos	CD70-/-	12_Cycling	2.22044604925031e-16
137	6mos	CD70-/-	6_Activated CTLs	0
137	6mos	CD70-/-	15_IFN-stimulated	0
137	6mos	CD70-/-	4a_Exhausted CTLs	NA
137	6mos	CD70-/-	11_Cycling Tregs	0
137	6mos	CD70-/-	17_Cycling	NA
137	6mos	CD70-/-	24_Cycling Tregs	NA
137	6mos	CD70-/-	8_Other	0
138	6mos	CD70-/-	0_Naïve	0
138	6mos	CD70-/-	7_Follicular Tregs	0
138	6mos	CD70-/-	4b_Naïve	2.22044604925031e-16
138	6mos	CD70-/-	1_Exhausted CTLs	0.0151413382124537
138	6mos	CD70-/-	2_Th1/EM	2.22044604925031e-16
138	6mos	CD70-/-	13_Early activated CTLs	0
138	6mos	CD70-/-	3_Effector Tregs	0
138	6mos	CD70-/-	5_Tfh	0
138	6mos	CD70-/-	9_NKT	NA
138	6mos	CD70-/-	8_Other	NA
138	6mos	CD70-/-	15_IFN-stimulated	0
138	6mos	CD70-/-	10_Effector Tregs	0
138	6mos	CD70-/-	6_Activated CTLs	2.22044604925031e-16
138	6mos	CD70-/-	12_Cycling	NA
138	6mos	CD70-/-	11_Cycling Tregs	2.22044604925031e-16
138	6mos	CD70-/-	24_Cycling Tregs	NA
138	6mos	CD70-/-	4a_Exhausted CTLs	NA
138	6mos	CD70-/-	17_Cycling	NA
140	6mos	CD70-/-	0_Naïve	0.000882721259344188
140	6mos	CD70-/-	9_NKT	2.22044604925031e-16
140	6mos	CD70-/-	15_IFN-stimulated	0
140	6mos	CD70-/-	4b_Naïve	0
140	6mos	CD70-/-	8_Other	NA
140	6mos	CD70-/-	3_Effector Tregs	0
140	6mos	CD70-/-	12_Cycling	NA
140	6mos	CD70-/-	2_Th1/EM	0.00653744273195178
140	6mos	CD70-/-	7_Follicular Tregs	0
140	6mos	CD70-/-	4a_Exhausted CTLs	NA
140	6mos	CD70-/-	17_Cycling	NA
140	6mos	CD70-/-	10_Effector Tregs	0
140	6mos	CD70-/-	5_Tfh	2.22044604925031e-16
140	6mos	CD70-/-	24_Cycling Tregs	NA
140	6mos	CD70-/-	13_Early activated CTLs	-2.22044604925031e-16
140	6mos	CD70-/-	11_Cycling Tregs	-2.22044604925031e-16
140	6mos	CD70-/-	1_Exhausted CTLs	2.22044604925031e-16
140	6mos	CD70-/-	6_Activated CTLs	NA
141	6mos	CD70-/-	2_Th1/EM	1.11022302462516e-16
141	6mos	CD70-/-	0_Naïve	1.11022302462516e-16
141	6mos	CD70-/-	8_Other	0
141	6mos	CD70-/-	9_NKT	0
141	6mos	CD70-/-	3_Effector Tregs	0
141	6mos	CD70-/-	10_Effector Tregs	0
141	6mos	CD70-/-	1_Exhausted CTLs	0
141	6mos	CD70-/-	4b_Naïve	0
141	6mos	CD70-/-	7_Follicular Tregs	0
141	6mos	CD70-/-	17_Cycling	NA
141	6mos	CD70-/-	6_Activated CTLs	NA
141	6mos	CD70-/-	11_Cycling Tregs	0
141	6mos	CD70-/-	5_Tfh	0
141	6mos	CD70-/-	13_Early activated CTLs	-2.22044604925031e-16
141	6mos	CD70-/-	12_Cycling	0
141	6mos	CD70-/-	4a_Exhausted CTLs	NA
141	6mos	CD70-/-	15_IFN-stimulated	2.22044604925031e-16
141	6mos	CD70-/-	24_Cycling Tregs	NA
110	6mos	CD70-/-	0_Naïve	0.00062841122496804
110	6mos	CD70-/-	10_Effector Tregs	0
110	6mos	CD70-/-	1_Exhausted CTLs	0.0204302354529391
110	6mos	CD70-/-	2_Th1/EM	2.22044604925031e-16
110	6mos	CD70-/-	8_Other	NA
110	6mos	CD70-/-	12_Cycling	NA
110	6mos	CD70-/-	3_Effector Tregs	0.0244962409938916
110	6mos	CD70-/-	4b_Naïve	0.0107027441482301
110	6mos	CD70-/-	6_Activated CTLs	NA
110	6mos	CD70-/-	13_Early activated CTLs	NA
110	6mos	CD70-/-	9_NKT	0
110	6mos	CD70-/-	11_Cycling Tregs	0
110	6mos	CD70-/-	15_IFN-stimulated	0
110	6mos	CD70-/-	4a_Exhausted CTLs	NA
110	6mos	CD70-/-	7_Follicular Tregs	NA
110	6mos	CD70-/-	5_Tfh	0
110	6mos	CD70-/-	17_Cycling	NA
110	6mos	CD70-/-	24_Cycling Tregs	NA
111	6mos	CD70-/-	0_Naïve	0.000942373080053405
111	6mos	CD70-/-	4b_Naïve	-2.22044604925031e-16
111	6mos	CD70-/-	1_Exhausted CTLs	0
111	6mos	CD70-/-	10_Effector Tregs	-2.22044604925031e-16
111	6mos	CD70-/-	11_Cycling Tregs	-2.22044604925031e-16
111	6mos	CD70-/-	7_Follicular Tregs	0
111	6mos	CD70-/-	9_NKT	0
111	6mos	CD70-/-	2_Th1/EM	2.22044604925031e-16
111	6mos	CD70-/-	12_Cycling	NA
111	6mos	CD70-/-	15_IFN-stimulated	0
111	6mos	CD70-/-	8_Other	NA
111	6mos	CD70-/-	3_Effector Tregs	0
111	6mos	CD70-/-	13_Early activated CTLs	0
111	6mos	CD70-/-	5_Tfh	0.026802684821407
111	6mos	CD70-/-	6_Activated CTLs	NA
111	6mos	CD70-/-	4a_Exhausted CTLs	NA
111	6mos	CD70-/-	17_Cycling	NA
158	6mos	Bcl6tg/+	4b_Naïve	NA
158	6mos	Bcl6tg/+	0_Naïve	0
158	6mos	Bcl6tg/+	3_Effector Tregs	NA
158	6mos	Bcl6tg/+	9_NKT	0
158	6mos	Bcl6tg/+	8_Other	NA
158	6mos	Bcl6tg/+	13_Early activated CTLs	NA
158	6mos	Bcl6tg/+	2_Th1/EM	0
158	6mos	Bcl6tg/+	7_Follicular Tregs	0
158	6mos	Bcl6tg/+	1_Exhausted CTLs	NA
158	6mos	Bcl6tg/+	5_Tfh	2.22044604925031e-16
158	6mos	Bcl6tg/+	10_Effector Tregs	2.22044604925031e-16
158	6mos	Bcl6tg/+	11_Cycling Tregs	0
158	6mos	Bcl6tg/+	24_Cycling Tregs	NA
158	6mos	Bcl6tg/+	15_IFN-stimulated	2.22044604925031e-16
158	6mos	Bcl6tg/+	17_Cycling	NA
158	6mos	Bcl6tg/+	6_Activated CTLs	NA
159	6mos	Bcl6tg/+	0_Naïve	0
159	6mos	Bcl6tg/+	9_NKT	-2.22044604925031e-16
159	6mos	Bcl6tg/+	2_Th1/EM	0
159	6mos	Bcl6tg/+	15_IFN-stimulated	0
159	6mos	Bcl6tg/+	4b_Naïve	0
159	6mos	Bcl6tg/+	7_Follicular Tregs	2.22044604925031e-16
159	6mos	Bcl6tg/+	10_Effector Tregs	0
159	6mos	Bcl6tg/+	5_Tfh	0
159	6mos	Bcl6tg/+	24_Cycling Tregs	NA
159	6mos	Bcl6tg/+	1_Exhausted CTLs	0
159	6mos	Bcl6tg/+	8_Other	NA
159	6mos	Bcl6tg/+	11_Cycling Tregs	2.22044604925031e-16
159	6mos	Bcl6tg/+	4a_Exhausted CTLs	NA
159	6mos	Bcl6tg/+	13_Early activated CTLs	2.22044604925031e-16
159	6mos	Bcl6tg/+	3_Effector Tregs	0
159	6mos	Bcl6tg/+	6_Activated CTLs	NA
159	6mos	Bcl6tg/+	17_Cycling	NA
159	6mos	Bcl6tg/+	12_Cycling	NA
160	6mos	Bcl6tg/+	0_Naïve	0
160	6mos	Bcl6tg/+	2_Th1/EM	0
160	6mos	Bcl6tg/+	1_Exhausted CTLs	-2.22044604925031e-16
160	6mos	Bcl6tg/+	9_NKT	0
160	6mos	Bcl6tg/+	11_Cycling Tregs	0
160	6mos	Bcl6tg/+	4b_Naïve	1.11022302462516e-16
160	6mos	Bcl6tg/+	8_Other	0
160	6mos	Bcl6tg/+	15_IFN-stimulated	NA
160	6mos	Bcl6tg/+	13_Early activated CTLs	NA
160	6mos	Bcl6tg/+	7_Follicular Tregs	0
160	6mos	Bcl6tg/+	5_Tfh	0
160	6mos	Bcl6tg/+	6_Activated CTLs	NA
160	6mos	Bcl6tg/+	12_Cycling	NA
160	6mos	Bcl6tg/+	10_Effector Tregs	-2.22044604925031e-16
160	6mos	Bcl6tg/+	3_Effector Tregs	2.22044604925031e-16
160	6mos	Bcl6tg/+	24_Cycling Tregs	NA
161	6mos	Bcl6tg/+	0_Naïve	0.00397076901529814
161	6mos	Bcl6tg/+	9_NKT	0
161	6mos	Bcl6tg/+	2_Th1/EM	0
161	6mos	Bcl6tg/+	17_Cycling	NA
161	6mos	Bcl6tg/+	3_Effector Tregs	0
161	6mos	Bcl6tg/+	5_Tfh	0
161	6mos	Bcl6tg/+	15_IFN-stimulated	-2.22044604925031e-16
161	6mos	Bcl6tg/+	7_Follicular Tregs	0
161	6mos	Bcl6tg/+	4b_Naïve	NA
161	6mos	Bcl6tg/+	11_Cycling Tregs	-2.22044604925031e-16
161	6mos	Bcl6tg/+	10_Effector Tregs	-2.22044604925031e-16
161	6mos	Bcl6tg/+	13_Early activated CTLs	0
161	6mos	Bcl6tg/+	8_Other	NA
161	6mos	Bcl6tg/+	6_Activated CTLs	2.22044604925031e-16
161	6mos	Bcl6tg/+	1_Exhausted CTLs	NA
161	6mos	Bcl6tg/+	12_Cycling	NA
161	6mos	Bcl6tg/+	4a_Exhausted CTLs	NA
032	6mos	Bcl6tg/+	0_Naïve	-2.22044604925031e-16
032	6mos	Bcl6tg/+	4b_Naïve	-2.22044604925031e-16
032	6mos	Bcl6tg/+	2_Th1/EM	0.0122646606038328
032	6mos	Bcl6tg/+	8_Other	2.22044604925031e-16
032	6mos	Bcl6tg/+	11_Cycling Tregs	0
032	6mos	Bcl6tg/+	9_NKT	0
032	6mos	Bcl6tg/+	10_Effector Tregs	0
032	6mos	Bcl6tg/+	5_Tfh	-2.22044604925031e-16
032	6mos	Bcl6tg/+	6_Activated CTLs	2.22044604925031e-16
032	6mos	Bcl6tg/+	7_Follicular Tregs	-2.22044604925031e-16
032	6mos	Bcl6tg/+	13_Early activated CTLs	0
032	6mos	Bcl6tg/+	1_Exhausted CTLs	0
032	6mos	Bcl6tg/+	4a_Exhausted CTLs	NA
032	6mos	Bcl6tg/+	3_Effector Tregs	0
032	6mos	Bcl6tg/+	15_IFN-stimulated	0
032	6mos	Bcl6tg/+	17_Cycling	NA
032	6mos	Bcl6tg/+	24_Cycling Tregs	NA
032	6mos	Bcl6tg/+	12_Cycling	NA
033	6mos	Bcl6tg/+	8_Other	NA
033	6mos	Bcl6tg/+	0_Naïve	0
033	6mos	Bcl6tg/+	1_Exhausted CTLs	0
033	6mos	Bcl6tg/+	10_Effector Tregs	0
033	6mos	Bcl6tg/+	9_NKT	0
033	6mos	Bcl6tg/+	2_Th1/EM	0.00574946338790139
033	6mos	Bcl6tg/+	4b_Naïve	0
033	6mos	Bcl6tg/+	13_Early activated CTLs	2.22044604925031e-16
033	6mos	Bcl6tg/+	15_IFN-stimulated	0
033	6mos	Bcl6tg/+	3_Effector Tregs	0
033	6mos	Bcl6tg/+	7_Follicular Tregs	-2.22044604925031e-16
033	6mos	Bcl6tg/+	5_Tfh	0.0204302354529391
033	6mos	Bcl6tg/+	4a_Exhausted CTLs	NA
033	6mos	Bcl6tg/+	11_Cycling Tregs	0
033	6mos	Bcl6tg/+	17_Cycling	NA
033	6mos	Bcl6tg/+	6_Activated CTLs	NA
033	6mos	Bcl6tg/+	24_Cycling Tregs	NA
033	6mos	Bcl6tg/+	12_Cycling	NA
145	6mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	0
145	6mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	0.0509404842318599
145	6mos	CD70-/-;Bcl6tg/+	7_Follicular Tregs	0.0175041817994611
145	6mos	CD70-/-;Bcl6tg/+	2_Th1/EM	1.11022302462516e-16
145	6mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	NA
145	6mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	0.347215636570819
145	6mos	CD70-/-;Bcl6tg/+	0_Naïve	0
145	6mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	0.0118909084258794
145	6mos	CD70-/-;Bcl6tg/+	5_Tfh	0.00312323088701927
145	6mos	CD70-/-;Bcl6tg/+	8_Other	NA
145	6mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	0.0133400413261352
145	6mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	0
145	6mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	0
145	6mos	CD70-/-;Bcl6tg/+	17_Cycling	0.0302761001317527
145	6mos	CD70-/-;Bcl6tg/+	4b_Naïve	2.22044604925031e-16
145	6mos	CD70-/-;Bcl6tg/+	12_Cycling	2.22044604925031e-16
145	6mos	CD70-/-;Bcl6tg/+	9_NKT	NA
145	6mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	2.22044604925031e-16
146	6mos	CD70-/-;Bcl6tg/+	0_Naïve	2.22044604925031e-16
146	6mos	CD70-/-;Bcl6tg/+	9_NKT	0
146	6mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	0.0424738596536979
146	6mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	0.00233003642006768
146	6mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	0.0176631873736754
146	6mos	CD70-/-;Bcl6tg/+	2_Th1/EM	0.00398771822168431
146	6mos	CD70-/-;Bcl6tg/+	7_Follicular Tregs	2.22044604925031e-16
146	6mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	0
146	6mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	-2.22044604925031e-16
146	6mos	CD70-/-;Bcl6tg/+	5_Tfh	0.00511863086408082
146	6mos	CD70-/-;Bcl6tg/+	8_Other	2.22044604925031e-16
146	6mos	CD70-/-;Bcl6tg/+	17_Cycling	NA
146	6mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	-2.22044604925031e-16
146	6mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	0
146	6mos	CD70-/-;Bcl6tg/+	12_Cycling	2.22044604925031e-16
146	6mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	NA
146	6mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	0
146	6mos	CD70-/-;Bcl6tg/+	4b_Naïve	NA
211	6mos	CD70-/-;Bcl6tg/+	0_Naïve	0
211	6mos	CD70-/-;Bcl6tg/+	4b_Naïve	0
211	6mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	0
211	6mos	CD70-/-;Bcl6tg/+	2_Th1/EM	0
211	6mos	CD70-/-;Bcl6tg/+	9_NKT	0.0107027441482301
211	6mos	CD70-/-;Bcl6tg/+	5_Tfh	0
211	6mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	NA
211	6mos	CD70-/-;Bcl6tg/+	8_Other	NA
211	6mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	2.22044604925031e-16
211	6mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	0
211	6mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	0
211	6mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	NA
211	6mos	CD70-/-;Bcl6tg/+	12_Cycling	NA
211	6mos	CD70-/-;Bcl6tg/+	7_Follicular Tregs	NA
211	6mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	0
211	6mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	2.22044604925031e-16
211	6mos	CD70-/-;Bcl6tg/+	17_Cycling	NA
211	6mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	NA
213	6mos	CD70-/-;Bcl6tg/+	2_Th1/EM	0
213	6mos	CD70-/-;Bcl6tg/+	0_Naïve	0
213	6mos	CD70-/-;Bcl6tg/+	7_Follicular Tregs	0.00971288324585562
213	6mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	2.22044604925031e-16
213	6mos	CD70-/-;Bcl6tg/+	9_NKT	2.22044604925031e-16
213	6mos	CD70-/-;Bcl6tg/+	4b_Naïve	-2.22044604925031e-16
213	6mos	CD70-/-;Bcl6tg/+	12_Cycling	NA
213	6mos	CD70-/-;Bcl6tg/+	5_Tfh	-2.22044604925031e-16
213	6mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	2.22044604925031e-16
213	6mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	-2.22044604925031e-16
213	6mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	-2.22044604925031e-16
213	6mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	NA
213	6mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	NA
213	6mos	CD70-/-;Bcl6tg/+	8_Other	NA
213	6mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	0
213	6mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	NA
213	6mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	NA
213	6mos	CD70-/-;Bcl6tg/+	17_Cycling	NA
280	6mos	CD70-/-;Bcl6tg/+	0_Naïve	0.00208675053533125
280	6mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	-2.22044604925031e-16
280	6mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	0
280	6mos	CD70-/-;Bcl6tg/+	8_Other	NA
280	6mos	CD70-/-;Bcl6tg/+	9_NKT	0.0302761001317527
280	6mos	CD70-/-;Bcl6tg/+	2_Th1/EM	2.22044604925031e-16
280	6mos	CD70-/-;Bcl6tg/+	5_Tfh	0.0450344670415674
280	6mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	2.22044604925031e-16
280	6mos	CD70-/-;Bcl6tg/+	7_Follicular Tregs	2.22044604925031e-16
280	6mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	NA
280	6mos	CD70-/-;Bcl6tg/+	4b_Naïve	0.053605369642814
280	6mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	NA
280	6mos	CD70-/-;Bcl6tg/+	17_Cycling	NA
280	6mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	NA
280	6mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	NA
280	6mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	NA
280	6mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	2.22044604925031e-16
072	6mos	CD70-/-;Bcl6tg/+	1_Exhausted CTLs	0.0105001399224788
072	6mos	CD70-/-;Bcl6tg/+	10_Effector Tregs	NA
072	6mos	CD70-/-;Bcl6tg/+	9_NKT	0
072	6mos	CD70-/-;Bcl6tg/+	2_Th1/EM	0
072	6mos	CD70-/-;Bcl6tg/+	5_Tfh	0.00816265386196491
072	6mos	CD70-/-;Bcl6tg/+	0_Naïve	0
072	6mos	CD70-/-;Bcl6tg/+	8_Other	NA
072	6mos	CD70-/-;Bcl6tg/+	13_Early activated CTLs	NA
072	6mos	CD70-/-;Bcl6tg/+	3_Effector Tregs	0.0640553025541341
072	6mos	CD70-/-;Bcl6tg/+	7_Follicular Tregs	0.0390359525563188
072	6mos	CD70-/-;Bcl6tg/+	4b_Naïve	2.22044604925031e-16
072	6mos	CD70-/-;Bcl6tg/+	15_IFN-stimulated	NA
072	6mos	CD70-/-;Bcl6tg/+	24_Cycling Tregs	NA
072	6mos	CD70-/-;Bcl6tg/+	12_Cycling	2.22044604925031e-16
072	6mos	CD70-/-;Bcl6tg/+	4a_Exhausted CTLs	0
072	6mos	CD70-/-;Bcl6tg/+	6_Activated CTLs	0
072	6mos	CD70-/-;Bcl6tg/+	11_Cycling Tregs	-2.22044604925031e-16
072	6mos	CD70-/-;Bcl6tg/+	17_Cycling	NA
049	14mos	WT	0_Naïve	0
049	14mos	WT	11_Cycling Tregs	0
049	14mos	WT	7_Follicular Tregs	0
049	14mos	WT	9_NKT	0
049	14mos	WT	3_Effector Tregs	0.0108491213645158
049	14mos	WT	2_Th1/EM	0.00703040660204735
049	14mos	WT	13_Early activated CTLs	0
049	14mos	WT	5_Tfh	0.0128011745838021
049	14mos	WT	10_Effector Tregs	0
049	14mos	WT	24_Cycling Tregs	NA
049	14mos	WT	1_Exhausted CTLs	0
049	14mos	WT	8_Other	2.22044604925031e-16
049	14mos	WT	6_Activated CTLs	2.22044604925031e-16
049	14mos	WT	15_IFN-stimulated	2.22044604925031e-16
049	14mos	WT	4b_Naïve	0
049	14mos	WT	17_Cycling	NA
049	14mos	WT	12_Cycling	NA
051	14mos	WT	2_Th1/EM	-2.22044604925031e-16
051	14mos	WT	4b_Naïve	0
051	14mos	WT	0_Naïve	-2.22044604925031e-16
051	14mos	WT	9_NKT	0
051	14mos	WT	10_Effector Tregs	0
051	14mos	WT	7_Follicular Tregs	0
051	14mos	WT	5_Tfh	0.053605369642814
051	14mos	WT	8_Other	2.22044604925031e-16
051	14mos	WT	3_Effector Tregs	0
051	14mos	WT	1_Exhausted CTLs	0
051	14mos	WT	17_Cycling	NA
051	14mos	WT	6_Activated CTLs	NA
051	14mos	WT	13_Early activated CTLs	NA
051	14mos	WT	15_IFN-stimulated	NA
051	14mos	WT	11_Cycling Tregs	NA
051	14mos	WT	4a_Exhausted CTLs	NA
051	14mos	WT	24_Cycling Tregs	NA
051	14mos	WT	12_Cycling	NA
113	14mos	WT	0_Naïve	1.11022302462516e-16
113	14mos	WT	2_Th1/EM	0
113	14mos	WT	4a_Exhausted CTLs	NA
113	14mos	WT	3_Effector Tregs	2.22044604925031e-16
113	14mos	WT	5_Tfh	0.0088769396271976
113	14mos	WT	1_Exhausted CTLs	0
113	14mos	WT	13_Early activated CTLs	2.22044604925031e-16
113	14mos	WT	8_Other	NA
113	14mos	WT	9_NKT	-2.22044604925031e-16
113	14mos	WT	7_Follicular Tregs	0
113	14mos	WT	6_Activated CTLs	0.330408054464221
113	14mos	WT	10_Effector Tregs	-2.22044604925031e-16
113	14mos	WT	4b_Naïve	NA
113	14mos	WT	15_IFN-stimulated	2.22044604925031e-16
113	14mos	WT	17_Cycling	NA
113	14mos	WT	12_Cycling	NA
113	14mos	WT	24_Cycling Tregs	NA
113	14mos	WT	11_Cycling Tregs	NA
115	14mos	WT	10_Effector Tregs	NA
115	14mos	WT	12_Cycling	NA
115	14mos	WT	11_Cycling Tregs	2.22044604925031e-16
115	14mos	WT	8_Other	NA
115	14mos	WT	1_Exhausted CTLs	NA
115	14mos	WT	3_Effector Tregs	NA
115	14mos	WT	5_Tfh	0
115	14mos	WT	7_Follicular Tregs	2.22044604925031e-16
115	14mos	WT	2_Th1/EM	0
115	14mos	WT	15_IFN-stimulated	NA
115	14mos	WT	6_Activated CTLs	NA
